,Total_Revenue,Total_Expenditure,Net,Grade_PK,Grades_All,Grade_12,math4_score,math8_score,reading4_score,reading8_score,clusters,cluster
803,25334577.0,25627083.0,-292506,12490.0,1801971.0,139930.0,244.0,286.0,226.0,268.0,2,dark purple
804,2100679.0,2082332.0,18347,1770.0,147629.0,10848.0,236.0,275.0,219.0,258.0,0,pink
805,7130274.0,7660995.0,-530721,22812.0,712317.0,39459.0,237.0,282.0,214.0,257.0,0,pink
806,1136570.0,1096568.0,40002,1335.0,121606.0,8901.0,241.0,288.0,223.0,270.0,0,pink
807,7617488.0,7817659.0,-200171,14937.0,964259.0,62040.0,233.0,274.0,216.0,259.0,0,pink
808,44355326.0,45920825.0,-1565499,217751.0,4674832.0,273867.0,242.0,286.0,220.0,261.0,1,purple
809,3656090.0,3618540.0,37550,9487.0,576244.0,40375.0,239.0,281.0,221.0,262.0,0,pink
810,1836316.0,1804519.0,31797,4556.0,94038.0,7714.0,246.0,291.0,228.0,273.0,0,pink
811,14176385.0,14700853.0,-524468,28684.0,1230857.0,85413.0,244.0,288.0,227.0,267.0,2,dark purple
812,10350748.0,10682397.0,-331649,10012.0,1030247.0,78429.0,243.0,285.0,224.0,265.0,0,pink
813,2905489.0,2983267.0,-77778,12247.0,282535.0,18625.0,236.0,270.0,215.0,255.0,0,pink
814,10154985.0,9988878.0,166107,37773.0,874633.0,72380.0,244.0,286.0,223.0,264.0,0,pink
815,1477891.0,1390344.0,87547,413.0,86422.0,6246.0,244.0,287.0,225.0,266.0,0,pink
867,7186390.0,7815467.0,-629077,7774.0,748889.0,48164.0,228.0,269.0,216.0,255.0,0,pink
868,2158970.0,2396412.0,-237442,2475.0,131661.0,9779.0,237.0,283.0,211.0,259.0,0,pink
869,8802515.0,9580393.0,-777878,9175.0,1077831.0,79283.0,230.0,277.0,210.0,258.0,0,pink
870,4753142.0,5017352.0,-264210,13504.0,480559.0,30567.0,238.0,276.0,216.0,258.0,0,pink
871,73958896.0,74766086.0,-807190,71783.0,6263438.0,478503.0,232.0,270.0,210.0,253.0,1,purple
872,8310673.0,8682489.0,-371816,29701.0,832368.0,58526.0,243.0,287.0,226.0,266.0,0,pink
873,9681268.0,9323053.0,358215,15689.0,563968.0,41029.0,245.0,289.0,229.0,272.0,0,pink
874,1718993.0,1798244.0,-79251,755.0,126801.0,8317.0,239.0,284.0,226.0,265.0,0,pink
876,26494500.0,28867429.0,-2372929,51495.0,2634522.0,172321.0,242.0,279.0,226.0,264.0,2,dark purple
877,17972839.0,19025136.0,-1052297,41940.0,1667685.0,97779.0,236.0,278.0,218.0,260.0,2,dark purple
878,2689758.0,2318671.0,371087,1547.0,180196.0,10621.0,236.0,274.0,211.0,255.0,0,pink
879,2182273.0,2078446.0,103827,2646.0,276299.0,19250.0,241.0,287.0,221.0,265.0,0,pink
880,26987426.0,27716187.0,-728761,84727.0,2104175.0,146476.0,238.0,282.0,219.0,265.0,2,dark purple
881,12999357.0,11218398.0,1780959,12444.0,1046661.0,72999.0,243.0,287.0,223.0,266.0,0,pink
882,5732319.0,5732186.0,133,21804.0,491842.0,38685.0,243.0,284.0,221.0,265.0,0,pink
883,5615208.0,5827751.0,-212543,10509.0,474489.0,33522.0,245.0,289.0,224.0,267.0,0,pink
884,6706922.0,6831006.0,-124084,27909.0,680089.0,43097.0,239.0,279.0,226.0,267.0,0,pink
885,7984550.0,8053960.0,-69410,29447.0,690915.0,38828.0,229.0,272.0,207.0,253.0,0,pink
886,2623127.0,2624504.0,-1377,3783.0,189225.0,15246.0,244.0,286.0,224.0,268.0,0,pink
887,13147931.0,12757599.0,390332,28626.0,848412.0,61273.0,244.0,288.0,226.0,267.0,0,pink
888,15298022.0,15174814.0,123208,27871.0,957053.0,67973.0,252.0,299.0,234.0,274.0,2,dark purple
889,19616665.0,19992550.0,-375885,29850.0,1649082.0,126181.0,236.0,278.0,218.0,262.0,2,dark purple
890,10353784.0,11193640.0,-839856,13933.0,837053.0,74532.0,249.0,294.0,223.0,270.0,0,pink
891,4392101.0,4552756.0,-160655,3607.0,492481.0,28943.0,227.0,265.0,211.0,251.0,0,pink
892,9472520.0,10227305.0,-754785,25584.0,917982.0,67254.0,241.0,286.0,224.0,267.0,0,pink
893,1607935.0,1622485.0,-14550,1209.0,141807.0,10563.0,244.0,292.0,225.0,270.0,0,pink
894,3522481.0,3523803.0,-1322,11954.0,295368.0,22266.0,239.0,284.0,223.0,267.0,0,pink
895,4442101.0,4577881.0,-135780,3953.0,428947.0,25935.0,235.0,274.0,211.0,254.0,0,pink
896,2816162.0,2757401.0,58761,2987.0,197140.0,15588.0,251.0,292.0,229.0,271.0,0,pink
897,26510413.0,26145334.0,365079,33937.0,1396029.0,98733.0,247.0,293.0,229.0,273.0,2,dark purple
898,3703477.0,3945515.0,-242038,7406.0,334419.0,20150.0,230.0,270.0,208.0,254.0,0,pink
899,55885116.0,57851481.0,-1966365,51251.0,2766052.0,188377.0,241.0,283.0,224.0,264.0,1,purple
900,15410564.0,14868070.0,542494,26688.0,1483397.0,88983.0,244.0,284.0,219.0,260.0,2,dark purple
901,1150142.0,1137260.0,12882,1285.0,95073.0,7637.0,245.0,293.0,226.0,269.0,0,pink
902,22779344.0,22427481.0,351863,29329.0,1764297.0,118872.0,244.0,286.0,225.0,269.0,2,dark purple
903,6029807.0,5941799.0,88008,39784.0,654802.0,40046.0,237.0,276.0,217.0,259.0,0,pink
904,6158756.0,6715011.0,-556255,21143.0,582839.0,46088.0,238.0,285.0,218.0,265.0,0,pink
905,26755585.0,27328680.0,-573095,15239.0,1785993.0,140845.0,244.0,288.0,224.0,271.0,2,dark purple
906,2179714.0,2171376.0,8338,2109.0,145118.0,10697.0,239.0,278.0,223.0,260.0,0,pink
907,7669733.0,8427391.0,-757658,24425.0,723143.0,44364.0,236.0,280.0,216.0,257.0,0,pink
908,1258876.0,1273527.0,-14651,1367.0,123713.0,8741.0,242.0,291.0,222.0,270.0,0,pink
909,8112895.0,8611178.0,-498283,16506.0,972549.0,66366.0,232.0,275.0,217.0,261.0,0,pink
911,4238943.0,4419750.0,-180807,8225.0,571586.0,38995.0,240.0,284.0,219.0,266.0,0,pink
912,1683034.0,1661019.0,22015,4837.0,91451.0,7328.0,248.0,293.0,229.0,272.0,0,pink
913,15251481.0,15510318.0,-258837,30600.0,1245340.0,87839.0,243.0,286.0,227.0,266.0,2,dark purple
914,12025012.0,12240632.0,-215620,11037.0,1035347.0,83604.0,242.0,289.0,221.0,267.0,0,pink
915,3097212.0,3121728.0,-24516,13894.0,282662.0,18688.0,233.0,270.0,215.0,255.0,0,pink
916,10991081.0,10880480.0,110601,47054.0,872436.0,71242.0,244.0,288.0,220.0,266.0,0,pink
917,1675761.0,1658156.0,17605,534.0,88155.0,6160.0,242.0,286.0,223.0,268.0,0,pink
969,7376725.0,7411768.0,-35043,8282.0,744621.0,49510.0,231.0,269.0,220.0,258.0,0,pink
970,2357828.0,2443898.0,-86070,2755.0,131167.0,9918.0,236.0,283.0,208.0,261.0,0,pink
971,8429186.0,8610417.0,-181231,8860.0,1080319.0,81179.0,235.0,279.0,212.0,260.0,0,pink
972,5176362.0,5669431.0,-493069,14466.0,483114.0,30441.0,238.0,279.0,217.0,259.0,0,pink
973,70953331.0,69847705.0,1105626,73630.0,6287834.0,494144.0,234.0,273.0,211.0,255.0,1,purple
974,8747471.0,8676451.0,71020,31091.0,854265.0,61398.0,244.0,292.0,223.0,271.0,0,pink
975,9783168.0,9439182.0,343986,16022.0,554437.0,40677.0,242.0,287.0,227.0,275.0,0,pink
976,1759170.0,1808905.0,-49735,1402.0,128946.0,8570.0,240.0,283.0,225.0,266.0,0,pink
978,26453693.0,26991946.0,-538253,54938.0,2668156.0,174371.0,240.0,278.0,225.0,262.0,2,dark purple
979,18030043.0,17187481.0,842562,45353.0,1685016.0,98625.0,238.0,278.0,221.0,262.0,2,dark purple
980,2499513.0,2259104.0,240409,1492.0,182706.0,11084.0,239.0,278.0,214.0,257.0,0,pink
981,2089982.0,1960818.0,129164,1338.0,279873.0,19423.0,240.0,287.0,221.0,268.0,0,pink
982,29507584.0,28525858.0,981726,80723.0,2083097.0,145047.0,239.0,283.0,219.0,266.0,2,dark purple
983,12125155.0,11113533.0,1011622,9540.0,1040765.0,74071.0,244.0,285.0,221.0,265.0,0,pink
984,6098470.0,6057294.0,41176,26930.0,495870.0,37069.0,243.0,285.0,221.0,265.0,0,pink
985,5538869.0,5662146.0,-123277,18110.0,486108.0,32478.0,246.0,290.0,224.0,267.0,0,pink
986,7104589.0,7253850.0,-149261,28107.0,681987.0,43928.0,241.0,282.0,225.0,269.0,0,pink
987,8022917.0,8218870.0,-195953,29422.0,703390.0,39088.0,231.0,273.0,210.0,255.0,0,pink
988,2654366.0,2728535.0,-74169,5048.0,188969.0,14887.0,244.0,289.0,222.0,270.0,0,pink
989,13443940.0,13247697.0,196243,28850.0,854086.0,60289.0,247.0,288.0,231.0,271.0,0,pink
990,15396681.0,15150898.0,245783,28116.0,953369.0,67460.0,253.0,299.0,237.0,275.0,2,dark purple
991,19374026.0,18469948.0,904078,37020.0,1573537.0,120498.0,236.0,280.0,219.0,265.0,2,dark purple
992,10912368.0,10612480.0,299888,14568.0,839738.0,71583.0,249.0,295.0,222.0,270.0,0,pink
993,4516742.0,4345783.0,170959,3842.0,490619.0,29115.0,230.0,269.0,209.0,254.0,0,pink
994,9915356.0,9842505.0,72851,29931.0,916584.0,64475.0,240.0,282.0,220.0,267.0,0,pink
995,1631810.0,1655584.0,-23774,1475.0,142349.0,10208.0,244.0,293.0,225.0,273.0,0,pink
996,3879388.0,3676326.0,203062,12907.0,301296.0,22332.0,240.0,283.0,223.0,268.0,0,pink
997,4146577.0,4258855.0,-112278,4408.0,439634.0,30322.0,237.0,278.0,213.0,258.0,0,pink
998,2947007.0,3001244.0,-54237,3228.0,191900.0,14911.0,252.0,292.0,230.0,272.0,0,pink
999,26242376.0,25716298.0,526078,36581.0,1356431.0,94059.0,248.0,294.0,231.0,275.0,2,dark purple
1000,3591330.0,3694437.0,-103107,7652.0,337225.0,20671.0,233.0,274.0,208.0,256.0,0,pink
1001,57753776.0,59446908.0,-1693132,49569.0,2704718.0,190732.0,238.0,280.0,222.0,266.0,1,purple
1002,14409515.0,13767024.0,642491,33603.0,1507864.0,94017.0,245.0,286.0,221.0,263.0,2,dark purple
1003,1309044.0,1312226.0,-3182,1706.0,97646.0,7348.0,245.0,292.0,226.0,269.0,0,pink
1004,23488657.0,23010396.0,478261,29015.0,1740030.0,117866.0,244.0,289.0,224.0,268.0,2,dark purple
1005,5835133.0,5644988.0,190145,42145.0,666120.0,39447.0,237.0,279.0,215.0,260.0,0,pink
