Primary_Key,State,Year,Enrollment,Total_Revenue,Federal_Revenue,State_Revenue,Local_Revenue,Total_Expenditure,Instruction_Expenditure,Support_Services_Expenditure,Other_Expenditure,Capital_Outlay_Expenditure,Net,Grade_PK,Grade_K,Grade_4,Grade_8,Grade_12,Grades_All,Avg_Math_4_Score,Avg_Math_8_Score,Avg_Reading_4_Score,Avg_Reading_8_Score
1999_MARYLAND,MD,1999,841671,6850334,372016,2686695,3791623,6892276,3660046,2096627,304175,608284,-41942,19285,56942,69077,62776,50632,846582,,,,
1999_MASSACHUSETTS,MA,1999,957402,8388120,413600,3571654,4402866,8673439,5220083,2332767,271812,425998,-285319,19539,70029,79385,72545,56440,971425,,,,
1999_MICHIGAN,MI,1999,1696275,15248112,1018825,9519308,4709979,15837858,7222378,4848897,701589,1875573,-589746,24574,128059,133215,122548,96303,1725639,,,,
1999_MINNESOTA,MN,1999,843802,6949149,322148,3873937,2753064,7450965,3622534,1855510,497073,965469,-501816,9234,58952,64934,67705,67044,854034,,,,
1999_MISSISSIPPI,MS,1999,502382,2532681,339359,1374920,818402,2811852,1377699,730765,181454,455812,-279171,1549,37906,40151,37344,26500,500716,,,,
1999_MISSOURI,MO,1999,911563,6238901,403205,2964597,2871099,6228001,3267404,1780317,354185,615448,10900,18181,64608,70359,69850,56213,914110,,,,
1999_MONTANA,MT,1999,159813,1049369,115211,466300,467858,1026263,590589,313874,40088,69898,23106,498,10335,12046,12975,11571,157556,,,,
1999_NEBRASKA,NE,1999,290383,2212104,150963,805824,1255317,2062226,1127843,541116,85361,244788,149878,4631,20576,21969,22452,21630,288261,,,,
1999_NEVADA,NV,1999,311063,2089048,92027,1324474,672547,2298474,1038564,642090,65517,448757,-209426,2043,25163,27660,24268,18139,325610,,,,
1999_NEW_HAMPSHIRE,NH,1999,201252,1498286,58224,127705,1312357,1491560,859115,401938,46962,84168,6726,1711,9048,17275,16793,12734,206783,,,,
1999_NEW_JERSEY,NJ,1999,1257772,14977501,534670,5870448,8572383,14927302,7900043,4702475,536974,1113055,50199,14194,89520,100361,88757,69647,1289256,,,,
1999_NEW_MEXICO,NM,1999,328715,2068337,277349,1509815,281173,2098998,998467,688769,104374,276238,-30661,3127,22557,25573,25322,18941,324495,,,,
1999_NEW_YORK,NY,1999,2850352,30215370,1794853,12605931,15814586,31841870,18323434,7913623,893364,3309820,-1626500,37613,199271,219305,202221,150444,2887776,,,,
1999_NORTH_CAROLINA,NC,1999,1244926,8476795,557142,5558333,2361320,8674393,4434300,2202906,472499,1365695,-197598,8515,101816,104658,96542,65558,1275925,,,,
1999_NORTH_DAKOTA,ND,1999,114546,770094,92078,287048,390968,756337,380850,192729,53045,73822,13757,647,7560,8135,9137,9306,112751,,,,
1999_OHIO,OH,1999,1834379,14507056,787687,6041429,7677940,13865260,7115101,4550926,681105,1206274,641796,23239,130141,142337,140706,120885,1836554,,,,
1999_OKLAHOMA,OK,1999,628522,3788901,333408,2158427,1297066,3817848,1934516,1155058,366350,320344,-28947,20894,43603,47039,46999,40024,627032,,,,
1999_OREGON,OR,1999,541436,4080653,284390,2299646,1496617,4172435,2184194,1385373,152102,328891,-91782,611,37232,43348,42721,36827,545033,,,,
1999_PENNSYLVANIA,PA,1999,1787430,16361921,919648,5963486,9478787,17113809,8562120,4564230,650115,1843095,-751888,2620,122320,141459,141714,121152,1816716,,,,
1999_RHODE_ISLAND,RI,1999,153710,1358566,77904,568748,711914,1289045,792559,382899,51755,28611,69521,1047,11078,12578,11592,9138,156454,,,,
1999_SOUTH_CAROLINA,SC,1999,652731,4365352,342400,2278900,1744052,4610436,2222890,1306221,266738,702407,-245084,16330,46274,49323,51601,36471,666780,,,,
1999_SOUTH_DAKOTA,SD,1999,131728,825851,84745,295753,445353,838078,425090,228657,33934,123444,-12227,1139,9171,9854,10618,9693,131037,,,,
1999_TENNESSEE,TN,1999,893842,5059587,417870,2369846,2271871,5446555,3008844,1369969,291537,669601,-386968,13047,70814,71433,66243,53160,916202,,,,
1999_TEXAS,TX,1999,3933017,26096023,2161662,10802214,13132147,27883593,13486659,7594544,1306137,3970379,-1787570,138235,290806,308232,300830,217670,3991783,,,,
1999_UTAH,UT,1999,478814,2425600,174299,1481463,769838,2448591,1314796,568221,188105,312833,-22991,4281,34963,35921,35170,36594,480255,,,,
1999_VERMONT,VT,1999,100348,1147600,52814,677199,417587,1129982,508426,261788,24725,44146,17618,2491,6893,7965,8177,7014,104559,,,,
1999_VIRGINIA,VA,1999,1122858,8331336,418359,3512788,4400189,8335873,4360356,2423486,441515,875124,-4537,5293,83938,90781,85092,69333,1133994,,,,
1999_WASHINGTON,WA,1999,999616,7288143,486500,4696554,2105089,7489129,3644065,2163836,330124,1053316,-200986,6134,68699,79257,77543,68486,1003714,,,,
1999_WEST_VIRGINIA,WV,1999,296551,2190420,188865,1355717,645838,2169432,1216907,637240,146453,155822,20988,6176,21216,21928,22409,20982,291811,,,,
1999_WISCONSIN,WI,1999,878983,7415243,323924,4051567,3039752,7875805,4082725,2218556,249719,986589,-460562,20790,58524,64908,67878,64076,877753,,,,
1999_WYOMING,WY,1999,94420,780875,57983,408271,314621,739019,390565,237461,24829,71423,41856,,6133,6878,7715,7049,92105,,,,
2000_ALABAMA,AL,2000,730184,4885917,425978,3003814,1456125,5003267,2551713,1319053,395909,663903,-117350,10836,55112,59749,56951,42512,739992,217,264,,
2000_ALASKA,AK,2000,132822,1313510,199520,774194,339796,1386904,717725,417637,46782,184546,-73394,1210,9677,10646,10377,8335,133356,,,,
2000_ARIZONA,AZ,2000,814807,5479168,534619,2481089,2463460,5397194,2488932,1573568,270671,768425,81974,2037,68347,72295,65526,49501,877696,219,269,,
2000_ARKANSAS,AR,2000,450751,2844855,254735,2126099,464021,2683400,1531232,804253,138220,146666,161455,2001,33941,35724,34873,28918,449959,216,257,,
2000_CALIFORNIA,CA,2000,5941946,46628207,4024940,26877920,15725347,45829753,23514388,12429070,2269603,5849441,798454,89919,459771,489043,441877,357789,6140814,213,260,,
2000_COLORADO,CO,2000,707436,5073266,266207,2083318,2723741,5444193,2539372,1674044,191201,782711,-370927,15377,51039,57056,55384,43502,724508,,,,
2000_CONNECTICUT,CT,2000,530363,5884078,234321,2298931,3350826,5605280,3189123,1634888,180639,369278,278798,10484,41570,44682,42597,32591,562179,234,281,,
2000_DELAWARE,DE,2000,112743,1098555,69540,716375,312640,1040480,571982,313410,42630,79176,58075,706,7691,8848,9075,7104,114676,,,,
2000_DISTRICT_OF_COLUMBIA,DC,2000,70762,881423,184825,0,696598,858807,318260,429891,23107,87549,22616,4289,5357,5830,3371,2785,68925,192,235,,
2000_FLORIDA,FL,2000,2377271,17558787,1398757,8804217,7355813,17180954,7751117,5113323,1151140,2792662,377833,55120,175812,194320,185663,119809,2434821,,,,
2000_GEORGIA,GA,2000,1422941,11197766,710741,5406709,5080316,10884510,5701293,2931538,546396,1520834,313256,32248,110960,116678,109124,72317,1444937,219,265,,
2000_HAWAII,HI,2000,185860,1404895,127042,1247256,30597,1363511,765134,373038,109367,115972,41384,840,14071,15291,13424,10408,184360,216,262,,
2000_IDAHO,ID,2000,245226,1452222,109898,888384,453940,1467977,798629,425211,59735,153472,-15755,2174,17093,18964,19045,17371,245117,224,277,,
2000_ILLINOIS,IL,2000,2003839,17595047,1283052,6344130,9967865,18073190,8738312,5245226,716792,2467748,-478143,60712,147619,160495,149045,124760,2048792,223,275,,
2000_INDIANA,IN,2000,987214,8489991,426266,4300608,3763109,8518477,4143020,2373445,375026,841171,-28486,5567,70727,79742,73889,63504,989267,233,281,,
2000_IOWA,IA,2000,497301,3822452,217060,1879158,1726234,3974813,1906755,1104075,260900,353405,-152361,5797,33977,36448,36458,36892,495080,231,,,
2000_KANSAS,KS,2000,469377,3518271,221530,2201788,1094953,3327090,1661540,1092448,209338,206141,191181,2263,30392,35165,36085,33085,470610,232,283,,
2000_KENTUCKY,KY,2000,646467,4330089,426956,2612740,1290393,4510972,2345581,1284053,260400,515109,-180883,15892,48064,50899,48938,39879,665850,219,270,,
2000_LOUISIANA,LA,2000,750755,4785331,556240,2361704,1867387,4807097,2601684,1384760,307212,414669,-21766,16210,55293,63884,61997,41836,743089,218,259,,
2000_MAINE,ME,2000,209012,1792390,104497,761317,926576,1842276,1053067,474866,77649,143112,-49886,1062,13769,16121,17035,13341,207037,230,281,,
2000_MARYLAND,MD,2000,846582,7419047,409021,2804218,4205808,7355698,3874590,2189499,300044,760810,63349,20031,56073,69279,64647,50962,852920,222,272,,
2000_MASSACHUSETTS,MA,2000,958907,9464271,480898,3926522,5056851,9466363,5624037,2503616,323913,533702,-2092,19938,70647,78287,74527,58322,975150,233,279,,
2000_MICHIGAN,MI,2000,1700074,15939477,1030238,9942275,4966964,16580526,7709336,5109653,742727,1866666,-641049,15318,126661,134163,128743,101900,1720626,229,277,,
2000_MINNESOTA,MN,2000,839839,7344747,330914,4265438,2748395,7736391,3825732,1942294,531329,901829,-391644,9300,58963,63334,66254,67573,854340,234,287,,
2000_MISSISSIPPI,MS,2000,499362,2743284,368830,1504225,870229,2996474,1524728,810371,183118,421075,-253190,1682,37373,40177,36588,26291,497871,211,254,,
2000_MISSOURI,MO,2000,913517,6675260,437898,3097822,3139540,6708608,3459281,1913563,374060,756817,-33348,17980,63634,71208,68717,58103,912744,228,271,,
2000_MONTANA,MT,2000,157381,1104935,130928,487115,486892,1051768,613132,327975,41385,57419,53167,537,10129,11682,12517,11371,154875,228,285,,
2000_NEBRASKA,NE,2000,287566,2263952,152143,812998,1298811,2165529,1188826,570910,94639,243866,98423,4900,20210,21357,21864,21151,286199,225,280,,
2000_NEVADA,NV,2000,325610,2252416,110210,1378678,763528,2437438,1114489,695694,69965,428541,-185022,1888,26445,28616,25327,18519,340706,220,265,,
2000_NEW_HAMPSHIRE,NH,2000,203178,1586869,54657,865318,666894,1640395,902062,445733,49746,130011,-53526,1879,9188,16852,17209,13024,208461,,,,
2000_NEW_JERSEY,NJ,2000,1279542,15651060,578978,6093162,8978920,15907248,8244717,5041897,568802,1320024,-256188,15183,89912,100837,92089,70455,1313405,,,,
2000_NEW_MEXICO,NM,2000,324489,2191695,296222,1571088,324385,2165031,1048533,727644,101479,255735,26664,3090,22065,25493,24870,19102,320306,213,259,,
2000_NEW_YORK,NY,2000,2861478,31906526,1938590,13766358,16201578,33683043,19856637,8377510,1057876,3266115,-1776517,39062,194673,217881,203482,151043,2882188,225,271,,
2000_NORTH_CAROLINA,NC,2000,1261586,9064700,622184,5897936,2544580,9275837,4854623,2356589,479183,1385226,-211137,8722,101049,105105,99295,66831,1293638,230,276,,
2000_NORTH_DAKOTA,ND,2000,112349,812982,96940,303132,412910,802768,402602,204117,55808,81274,10214,701,7146,7982,8651,9072,109201,230,282,,
2000_OHIO,OH,2000,1822566,15327834,843432,6425872,8058530,14909952,7497388,4889221,725617,1378528,417882,22988,128640,143373,139740,119704,1835049,230,281,,
2000_OKLAHOMA,OK,2000,627032,3906833,377776,2162799,1366258,3876871,1928222,1226386,387753,286261,29962,23475,42979,47064,46276,39409,623110,224,270,,
2000_OREGON,OR,2000,542739,4369400,268568,2457202,1643630,4398318,2288931,1433944,148604,391189,-28918,686,37739,43436,42364,37055,546231,224,280,,
2000_PENNSYLVANIA,PA,2000,1782444,17090654,1022578,6163912,9904164,17861852,8818088,4887123,681741,1851099,-771198,2479,119318,142366,143638,122048,1814311,,,,
2000_RHODE_ISLAND,RI,2000,155351,1464820,81655,610999,772166,1388454,845667,421472,57496,30587,76366,1055,10521,12490,11750,9184,157347,224,269,,
2000_SOUTH_CAROLINA,SC,2000,666780,4690418,366587,2420494,1903337,4961392,2426139,1418846,278840,716110,-270974,17340,47277,54468,53259,33911,677411,220,265,,
2000_SOUTH_DAKOTA,SD,2000,130279,868161,105960,302405,459796,898609,443779,245481,36959,144296,-30448,967,8989,9583,10303,9354,128603,,,,
2000_TENNESSEE,TN,2000,907222,5338531,462000,2429713,2446818,5805181,3166208,1471174,307022,743326,-466650,13312,70351,73373,66429,48802,909161,220,262,,
2000_TEXAS,TX,2000,3965971,28918934,2406972,12471856,14040106,31067935,15018072,8307904,1371714,4719976,-2149001,145771,294217,313731,304419,219943,4059619,231,273,,
2000_UTAH,UT,2000,477835,2546642,189502,1507711,849429,2478420,1355794,596620,192296,270172,68222,6216,36039,35910,34579,35484,481485,227,274,,
2000_VERMONT,VT,2000,99609,1211370,65052,711259,435059,1193813,555740,283821,29595,39112,17557,2371,6511,7736,8005,7232,102049,232,281,,
2000_VIRGINIA,VA,2000,1132673,8911426,491873,3761983,4657570,9154676,4823780,2639328,347530,1011384,-243250,7263,82585,92073,87455,70337,1144915,230,275,,
2000_WASHINGTON,WA,2000,1003714,7620930,543966,4812796,2264168,7811937,3818756,2285577,350703,1048059,-191007,7283,68531,78505,77160,68580,1004770,,,,
2000_WEST_VIRGINIA,WV,2000,290982,2243151,210082,1365346,667723,2243563,1271988,672003,156775,129872,-412,6152,20937,21995,21902,19716,286367,223,266,,
2000_WISCONSIN,WI,2000,877165,7848352,354829,4292527,3200996,8183251,4225688,2316000,265155,958597,-334899,23751,56507,64455,67950,65195,879476,,,,
2000_WYOMING,WY,2000,91883,787323,66085,408356,312882,769923,417424,242832,24899,70579,17400,,5988,6736,7284,6881,89940,229,276,,
2001_ALABAMA,AL,2001,728532,4832946,466150,2879636,1487160,5086045,2656393,1374265,426481,540284,-253099,11841,54148,58929,56591,42909,737190,,,,
2001_ALASKA,AK,2001,131985,1325498,229297,732985,363216,1402839,701053,479510,48312,150279,-77341,1253,10095,10718,10702,8340,134358,,,,
2001_ARIZONA,AZ,2001,834387,5916342,580043,2729793,2606506,5858385,2538936,1701945,269157,1035457,57957,6624,72119,74270,69643,52162,922180,,,,
2001_ARKANSAS,AR,2001,449693,2974588,274406,2135281,564901,2951677,1616883,877225,153300,235346,22911,1623,34981,35216,35372,28849,449805,,,,
2001_CALIFORNIA,CA,2001,6045030,53288943,4280358,31374889,17633696,52082540,26641811,14127664,2570224,6755895,1206403,100351,457165,485301,461133,365907,6247726,,,,
2001_COLORADO,CO,2001,723696,5372784,292518,2222723,2857543,5727966,2709184,1844900,209212,672080,-355182,19516,53079,58028,56540,44912,742145,,,,
2001_CONNECTICUT,CT,2001,537521,6331569,256685,2389572,3685312,5987680,3360042,1748476,231240,385785,343889,11050,41906,44990,43954,34301,570228,,,,
2001_DELAWARE,DE,2001,112055,1153831,77483,754926,321422,1175717,613955,349525,45976,132922,-21886,586,7615,9065,9396,7028,115560,,,,
2001_DISTRICT_OF_COLUMBIA,DC,2001,68925,1042261,114876,0,927385,1026146,412276,394656,35108,184106,16115,4105,5203,5561,3662,2815,68449,,,,
2001_FLORIDA,FL,2001,2431884,18467090,1563902,9120855,7782333,18389394,8412975,5514993,1197780,2868679,77696,57038,177225,196952,194250,130613,2500478,,,,
2001_GEORGIA,GA,2001,1444937,12271962,758799,5945868,5567295,11853800,6336556,3131291,566956,1620496,418162,33310,111173,116886,112145,75814,1470634,,,,
2001_HAWAII,HI,2001,184360,1682332,140953,1511318,30061,1363164,732512,412203,105505,112944,319168,917,13822,14886,13705,10632,184546,,,,
2001_IDAHO,ID,2001,243926,1571348,123520,964414,483414,1535485,853733,461819,64896,124442,35863,2341,17869,18974,19592,17628,246521,,,,
2001_ILLINOIS,IL,2001,2025249,18534372,1411096,6637462,10485814,19337580,9317202,5702703,664402,2637635,-803208,57550,148348,159038,151737,131411,2071391,,,,
2001_INDIANA,IN,2001,987854,9124748,444861,4590018,4089869,8991877,4364661,2553481,395908,832585,132871,6147,72344,79008,76999,62913,996133,,,,
2001_IOWA,IA,2001,495080,4068110,239495,1943702,1884913,4211493,1994331,1171278,271596,405205,-143383,5714,34249,36106,37115,36469,485932,,,,
2001_KANSAS,KS,2001,468347,3681845,238960,2253677,1189208,3491029,1721113,1159966,220701,209716,190816,2032,30104,34932,36120,33221,470205,,,,
2001_KENTUCKY,KY,2001,643730,4536133,446180,2727410,1362543,4350588,2467964,1372283,254444,156395,185545,32407,45781,49288,47019,37160,654363,,,,
2001_LOUISIANA,LA,2001,737223,4982369,577645,2425436,1979288,4939894,2654239,1457593,316925,409235,42475,17199,53323,62290,61115,41611,731328,,,,
2001_MAINE,ME,2001,207171,1914551,112074,812384,990093,1958646,1118171,513216,79883,149225,-44095,1333,13709,15883,17347,13410,205586,,,,
2001_MARYLAND,MD,2001,852920,7864290,467001,2928704,4468585,7981362,4172982,2366854,369293,813068,-117072,20314,56384,67448,66211,52671,860640,,,,
2001_MASSACHUSETTS,MA,2001,965934,10613329,490388,4328575,5794366,10572138,6135199,2711995,338708,944333,41191,20666,68565,76597,75218,59453,973140,,,,
2001_MICHIGAN,MI,2001,1705088,16772419,1090642,10480592,5201185,17573761,8136476,5430837,795607,2007947,-801342,16562,125197,131673,129908,103839,1730668,,,,
2001_MINNESOTA,MN,2001,836386,7836617,350797,4694722,2791098,8221636,3981906,2112589,569072,964810,-385019,9671,58357,62580,66797,68997,851384,,,,
2001_MISSISSIPPI,MS,2001,496513,2823151,385896,1519788,917467,2930393,1548979,847817,190656,282202,-107242,1805,36931,39749,36731,25816,493507,,,,
2001_MISSOURI,MO,2001,911673,7081783,464119,3272289,3345375,7100685,3659465,2100767,402233,715516,-18902,18515,64104,71928,69677,57727,909792,,,,
2001_MONTANA,MT,2001,154700,1139959,128783,537866,473310,1129098,638218,354844,44456,73732,10861,506,10069,11602,12389,11307,151947,,,,
2001_NEBRASKA,NE,2001,285331,2355374,166068,806280,1383026,2344564,1256013,634842,100439,278832,10810,5064,20234,21160,21757,21679,285095,,,,
2001_NEVADA,NV,2001,339451,2381897,118318,1438406,825173,2692840,1171360,734647,76426,575873,-310943,2147,26877,29676,27028,19461,356814,,,,
2001_NEW_HAMPSHIRE,NH,2001,204721,1757828,76689,884225,796914,1796043,937479,486152,53143,166814,-38215,1830,9599,16612,17111,13309,206847,,,,
2001_NEW_JERSEY,NJ,2001,1301195,16854895,620507,6617681,9616707,17144456,8782754,5499870,610241,1466889,-289561,19751,89533,101038,97127,76271,1341656,,,,
2001_NEW_MEXICO,NM,2001,319524,2373143,327191,1691663,354289,2315182,1096488,761848,114558,308741,57961,3499,22137,25163,25012,18658,320260,,,,
2001_NEW_YORK,NY,2001,2856277,34373567,1912495,16032781,16428291,38062603,22052316,9100764,1157116,4579196,-3689036,40212,190402,214283,210369,153505,2872132,,,,
2001_NORTH_CAROLINA,NC,2001,1277013,9670620,661215,6065716,2943689,9807815,5187906,2587298,508494,1307270,-137195,9320,102772,106093,102126,69602,1315363,,,,
2001_NORTH_DAKOTA,ND,2001,108788,818139,102694,301755,413690,814838,419201,218137,58449,57760,3301,721,7059,7759,8514,8661,106047,,,,
2001_OHIO,OH,2001,1821546,16693845,956899,7088781,8648165,16282257,8001840,5327100,769489,1712711,411588,23856,121772,140849,141218,117683,1830985,,,,
2001_OKLAHOMA,OK,2001,623110,4257128,419762,2394346,1443020,4288405,2119420,1386368,417849,322947,-31277,25707,43214,47164,45745,38638,622139,,,,
2001_OREGON,OR,2001,544756,4561948,327582,2565977,1668389,4715944,2435402,1553819,160650,419442,-153996,462,38085,42726,42988,38379,551480,,,,
2001_PENNSYLVANIA,PA,2001,1771473,17792997,1083862,6305118,10404017,18666522,9182658,5142302,708895,1869506,-873525,2537,118183,140722,146138,122942,1821627,,,,
2001_RHODE_ISLAND,RI,2001,156275,1592622,88341,663991,840290,1504125,920848,464571,49573,27392,88497,1229,10704,12717,12458,9507,158046,,,,
2001_SOUTH_CAROLINA,SC,2001,676681,5437615,430966,2924025,2082624,5492539,2660503,1545738,297845,843817,-54924,18510,46055,53831,53043,35835,676198,,,,
2001_SOUTH_DAKOTA,SD,2001,127986,886661,104645,316617,465399,950595,471683,265808,39681,143663,-63934,1176,9075,9641,9997,9454,127542,,,,
2001_TENNESSEE,TN,2001,895839,5560822,494851,2494453,2571518,6165661,3282993,1556508,323329,868777,-604839,14856,69429,72714,68184,51278,924899,,,,
2001_TEXAS,TX,2001,4021535,30868844,2631160,12688089,15549595,33201450,15916451,9050782,1476787,4898465,-2332606,170101,302859,318842,310762,226429,4163447,,,,
2001_UTAH,UT,2001,477380,2741771,228659,1588164,924948,2669621,1438459,653354,200475,311553,72150,6883,36521,36411,35786,34951,484677,,,,
2001_VERMONT,VT,2001,97715,1300273,60383,732580,507310,1306513,595191,303287,28777,62053,-6240,2567,6289,7468,7972,7422,101179,,,,
2001_VIRGINIA,VA,2001,1143807,9493862,531724,3976620,4985518,9862715,5142049,2865861,378979,1113113,-368853,14137,82489,91966,88184,70607,1163091,,,,
2001_WASHINGTON,WA,2001,1004843,7936037,561773,5032514,2341750,8026334,3984476,2330122,367295,1028063,-90297,8102,68280,78504,77933,69536,1009200,,,,
2001_WEST_VIRGINIA,WV,2001,285785,2321731,244971,1388046,688714,2310098,1306105,699263,159933,131916,11633,6770,20247,21561,21650,18336,282885,,,,
2001_WISCONSIN,WI,2001,875569,8363904,398365,4517924,3447615,8574804,4434212,2495299,280656,943973,-210900,24673,57469,63509,66558,65946,879361,,,,
2001_WYOMING,WY,2001,89711,804297,69172,403021,332104,787949,426072,254937,24913,67913,16348,,6002,6587,7211,6855,88128,,,,
2002_ALABAMA,AL,2002,726367,5128559,508425,3010983,1609151,5147821,2720735,1414594,418949,496146,-19262,9715,55499,58690,57576,45521,739366,,,207,253
2002_ALASKA,AK,2002,133010,1377767,249222,773418,355127,1523327,747223,485124,50601,215409,-145560,1391,10069,10084,10840,8810,134364,,,,
2002_ARIZONA,AZ,2002,859588,6192222,619869,2825228,2747125,6018188,2659448,1833852,286945,966925,174034,7533,71357,71139,69841,60820,937755,,,205,257
2002_ARKANSAS,AR,2002,449161,3147921,331069,2334551,482301,3087453,1697645,910208,165003,239177,60468,1938,35283,33835,36102,29277,450985,,,213,260
2002_CALIFORNIA,CA,2002,6136915,54727056,5084409,31005317,18637330,56464225,28593157,15568570,2882414,6998522,-1737169,109264,456940,491510,473553,385181,6353667,,,206,250
2002_COLORADO,CO,2002,741319,5849588,338856,2460333,3050399,6237142,2963406,1967267,225545,779315,-387554,20368,53872,57318,57664,46790,751862,,,,
2002_CONNECTICUT,CT,2002,543829,6644334,288620,2490036,3865678,6475918,3570517,1847167,241930,542302,168416,11150,41224,44021,44422,36059,570023,,,229,267
2002_DELAWARE,DE,2002,111331,1180255,86532,764350,329373,1246284,645895,352551,51060,154186,-66029,665,7761,9007,9961,7178,116342,,,224,267
2002_DISTRICT_OF_COLUMBIA,DC,2002,68449,1138126,141514,0,996612,1145684,452905,431693,42192,218894,-7558,4703,5475,6078,4605,3008,76166,,,191,240
2002_FLORIDA,FL,2002,2500179,18541689,1762460,8542871,8236358,19051049,8781232,5589428,1245146,2999914,-509360,51222,183270,197625,201159,137939,2539929,,,214,261
2002_GEORGIA,GA,2002,1470634,13042229,904826,6361710,5775693,12690343,6894589,3341604,616115,1659378,351886,34745,114772,118053,116150,78455,1496012,,,215,258
2002_HAWAII,HI,2002,184546,1889600,170152,1684226,35222,1436637,815123,457784,121615,42115,452963,1031,13377,14653,13875,10401,183829,,,208,252
2002_IDAHO,ID,2002,244937,1625444,138930,988386,498128,1666027,896815,499035,67785,167918,-40583,2517,17965,18849,19647,17484,248604,,,220,266
2002_ILLINOIS,IL,2002,2047836,19084554,1438287,6808150,10838117,20563001,9904454,6025120,683101,2897117,-1478447,60524,148274,157570,156451,135937,2084187,,,,
2002_INDIANA,IN,2002,994348,9273957,523331,4446730,4303896,9353054,4586033,2650367,365778,875596,-79097,5407,71570,78909,79338,64156,1003875,,,222,265
2002_IOWA,IA,2002,485932,4191217,273857,1951680,1965680,4418238,2109878,1180608,278099,459382,-227021,5949,34090,34803,37281,36728,482210,,,223,
2002_KANSAS,KS,2002,470204,3823261,282329,2281992,1258940,3690815,1958937,1195259,166405,231630,132446,2259,29910,34146,35972,33829,470957,,,222,269
2002_KENTUCKY,KY,2002,654363,4621025,486226,2743882,1390917,4541670,2598897,1424273,277021,146218,79355,31888,46666,48636,48934,38902,660782,,,219,265
2002_LOUISIANA,LA,2002,725027,5229238,667687,2536111,2025440,5298267,2882613,1536497,329637,443002,-69029,21858,55020,60269,60930,42385,730464,,,207,256
