,State,Year,Total_Revenue,Total_Expenditure,Net,Grade_PK,Grades_All,Grade_12,Avg_Math_4_Score,Avg_Math_8_Score,Avg_Reading_4_Score,Avg_Reading_8_Score,us_region
1068,West Virginia,2012,3970941.0,3536971.0,433970,15781.0,283044.0,18703.0,,,,,South
1069,Wisconsin,2012,11139967.0,10724377.0,415590,55008.0,872436.0,67130.0,,,,,Midwest
1070,Wyoming,2012,1664983.0,1670728.0,-5745,540.0,91533.0,6046.0,,,,,West
1071,Alabama,2013,7197439.0,7487741.0,-290302,9415.0,746204.0,48965.0,233.0,269.0,219.0,257.0,South
1072,Alaska,2013,2545117.0,2665933.0,-120816,3247.0,130944.0,9500.0,236.0,282.0,209.0,261.0,West
1073,Arizona,2013,8164324.0,7600581.0,563743,8791.0,1102445.0,84291.0,240.0,280.0,213.0,260.0,West
1074,Arkansas,2013,5067546.0,5226339.0,-158793,14984.0,489979.0,31646.0,240.0,278.0,219.0,262.0,South
1075,California,2013,68868516.0,69727119.0,-858603,75951.0,6312623.0,498403.0,234.0,276.0,213.0,262.0,West
1076,Colorado,2013,8826868.0,8699125.0,127743,31741.0,876999.0,62836.0,247.0,290.0,227.0,271.0,West
1077,Connecticut,2013,10319361.0,9758850.0,560511,16922.0,546200.0,40775.0,243.0,285.0,230.0,274.0,Northeast
1078,Delaware,2013,1930466.0,1924626.0,5840,1413.0,131687.0,8536.0,243.0,282.0,226.0,266.0,South
1080,Florida,2013,24681548.0,25245400.0,-563852,56470.0,2720744.0,183422.0,242.0,281.0,227.0,266.0,South
1081,Georgia,2013,17459504.0,17317504.0,142000,45427.0,1723909.0,103094.0,240.0,279.0,222.0,265.0,South
1082,Hawaii,2013,2331770.0,2345917.0,-14147,1577.0,186825.0,10925.0,243.0,281.0,215.0,260.0,West
1083,Idaho,2013,2015534.0,1967676.0,47858,4081.0,296476.0,21063.0,241.0,286.0,219.0,270.0,West
1084,Illinois,2013,30057886.0,29517831.0,540055,80953.0,2066990.0,144566.0,239.0,285.0,219.0,267.0,Midwest
1085,Indiana,2013,12236713.0,11211155.0,1025558,14586.0,1047385.0,75871.0,249.0,288.0,225.0,267.0,Midwest
1086,Iowa,2013,6281345.0,6318241.0,-36896,28075.0,502964.0,36258.0,246.0,285.0,224.0,269.0,Midwest
1087,Kansas,2013,5667223.0,5621023.0,46200,18746.0,496440.0,32989.0,246.0,290.0,223.0,267.0,Midwest
1088,Kentucky,2013,7216175.0,7413896.0,-197721,27142.0,677389.0,43732.0,241.0,281.0,224.0,270.0,South
1089,Louisiana,2013,8121179.0,7940880.0,180299,29319.0,711491.0,41118.0,231.0,273.0,210.0,257.0,South
1090,Maine,2013,2650346.0,2535405.0,114941,5004.0,183995.0,13964.0,246.0,289.0,225.0,269.0,Northeast
1091,Maryland,2013,13814727.0,13284637.0,530090,29811.0,866169.0,59114.0,245.0,287.0,232.0,274.0,South
1092,Massachusetts,2013,16114783.0,16201905.0,-87122,28189.0,955739.0,67429.0,253.0,301.0,232.0,277.0,Northeast
1093,Michigan,2013,18270327.0,17468264.0,802063,40660.0,1548841.0,116607.0,237.0,280.0,217.0,266.0,Midwest
1094,Minnesota,2013,10848720.0,10942019.0,-93299,14556.0,850973.0,69090.0,253.0,295.0,227.0,271.0,Midwest
1095,Mississippi,2013,4444064.0,4370050.0,74014,4329.0,492586.0,29412.0,231.0,271.0,209.0,253.0,South
1096,Missouri,2013,10103589.0,10001763.0,101826,30339.0,918288.0,63718.0,240.0,283.0,222.0,267.0,Midwest
1097,Montana,2013,1671053.0,1679521.0,-8468,1440.0,144129.0,9912.0,244.0,289.0,223.0,272.0,West
1098,Nebraska,2013,3870164.0,3913038.0,-42874,14457.0,307677.0,22968.0,243.0,285.0,223.0,269.0,Midwest
1099,Nevada,2013,4131800.0,4057443.0,74357,4707.0,451831.0,31450.0,236.0,278.0,214.0,262.0,West
1100,New Hampshire,2013,2976317.0,2878534.0,97783,3464.0,186310.0,14140.0,253.0,296.0,232.0,274.0,Northeast
1101,New Jersey,2013,28070096.0,28179900.0,-109804,36024.0,1370295.0,95646.0,247.0,296.0,229.0,276.0,Northeast
1102,New Mexico,2013,3518621.0,3536546.0,-17925,7865.0,339244.0,20133.0,233.0,273.0,206.0,256.0,West
1103,New York,2013,59623918.0,60505950.0,-882032,48968.0,2732770.0,190081.0,240.0,282.0,224.0,266.0,Northeast
1104,North Carolina,2013,12729402.0,13650536.0,-921134,30978.0,1530857.0,96453.0,245.0,286.0,222.0,265.0,South
1105,North Dakota,2013,1405349.0,1516575.0,-111226,2054.0,103947.0,7389.0,246.0,291.0,224.0,268.0,Midwest
1106,Ohio,2013,22536516.0,22015797.0,520719,28477.0,1724111.0,114607.0,246.0,290.0,224.0,269.0,Midwest
1107,Oklahoma,2013,5878111.0,5796945.0,81166,42770.0,681848.0,39498.0,239.0,276.0,217.0,262.0,South
1108,Oregon,2013,6077498.0,6228197.0,-150699,25902.0,593000.0,47075.0,240.0,284.0,219.0,268.0,West
1109,Pennsylvania,2013,28484645.0,28495118.0,-10473,8499.0,1755236.0,135583.0,244.0,290.0,226.0,272.0,Northeast
1110,Rhode Island,2013,2282659.0,2231413.0,51246,2242.0,142008.0,10403.0,241.0,284.0,223.0,267.0,Northeast
1111,South Carolina,2013,8254462.0,8224795.0,29667,24295.0,745657.0,44624.0,237.0,280.0,214.0,261.0,South
1112,South Dakota,2013,1316613.0,1332496.0,-15883,2865.0,130890.0,8485.0,241.0,287.0,218.0,268.0,Midwest
1113,Tennessee,2013,9008032.0,9248235.0,-240203,25756.0,993556.0,65854.0,240.0,278.0,220.0,265.0,South
1114,Texas,2013,49734537.0,50674724.0,-940187,248150.0,5153702.0,309069.0,242.0,288.0,217.0,264.0,South
1115,Utah,2013,4300793.0,4584624.0,-283831,12373.0,625461.0,41327.0,243.0,284.0,223.0,270.0,West
1116,Vermont,2013,1817307.0,1809138.0,8169,5667.0,88690.0,6545.0,248.0,295.0,228.0,274.0,Northeast
1117,Virginia,2013,15322318.0,15634918.0,-312600,33166.0,1273825.0,88709.0,246.0,288.0,229.0,268.0,South
1118,Washington,2013,12242231.0,12097549.0,144682,11957.0,1058936.0,84710.0,246.0,290.0,225.0,272.0,West
1119,West Virginia,2013,3486366.0,3488877.0,-2511,15472.0,280958.0,18299.0,237.0,274.0,215.0,257.0,South
1120,Wisconsin,2013,11097447.0,10845059.0,252388,56777.0,874414.0,66346.0,245.0,289.0,221.0,268.0,Midwest
1121,Wyoming,2013,1695967.0,1675477.0,20490,514.0,92732.0,6176.0,247.0,288.0,226.0,271.0,West
1122,Alabama,2014,7357267.0,7587737.0,-230470,11076.0,744164.0,49929.0,,,,,South
1123,Alaska,2014,2663647.0,2727056.0,-63409,3074.0,131176.0,9671.0,,,,,West
1124,Arizona,2014,8361708.0,8109460.0,252248,8839.0,1111695.0,84913.0,,,,,West
1125,Arkansas,2014,5193218.0,5242672.0,-49454,14834.0,490917.0,32428.0,,,,,South
1126,California,2014,72389126.0,72506810.0,-117684,76641.0,6312161.0,496901.0,,,,,West
1127,Colorado,2014,9162406.0,9286626.0,-124220,31663.0,889006.0,63001.0,,,,,West
1128,Connecticut,2014,10743919.0,10201500.0,542419,17987.0,542678.0,40018.0,,,,,Northeast
1129,Delaware,2014,1954374.0,1988535.0,-34161,1520.0,134042.0,8688.0,,,,,South
1131,Florida,2014,26077462.0,26523658.0,-446196,58613.0,2756944.0,189545.0,,,,,South
1132,Georgia,2014,17821620.0,17668352.0,153268,46150.0,1744437.0,106405.0,,,,,South
1133,Hawaii,2014,2696766.0,2504144.0,192622,1489.0,182384.0,10644.0,,,,,West
1134,Idaho,2014,2084970.0,2012852.0,72118,2597.0,290885.0,19879.0,,,,,West
1135,Illinois,2014,31085621.0,31080869.0,4752,79349.0,2050239.0,147588.0,,,,,Midwest
1136,Indiana,2014,12399402.0,11136045.0,1263357,16206.0,1046269.0,74952.0,,,,,Midwest
1137,Iowa,2014,6455928.0,6541553.0,-85625,28884.0,505311.0,36091.0,,,,,Midwest
1138,Kansas,2014,5813985.0,5957954.0,-143969,19104.0,497275.0,32731.0,,,,,Midwest
1139,Kentucky,2014,7229857.0,7346219.0,-116362,27345.0,688640.0,43862.0,,,,,South
1140,Louisiana,2014,8352703.0,8140649.0,212054,28200.0,716800.0,40610.0,,,,,South
1141,Maine,2014,2675648.0,2550302.0,125346,5038.0,182470.0,13777.0,,,,,Northeast
1142,Maryland,2014,13982544.0,13712839.0,269705,30385.0,874514.0,58624.0,,,,,South
1143,Massachusetts,2014,16609204.0,16518383.0,90821,28375.0,955844.0,68038.0,,,,,Northeast
1144,Michigan,2014,18457253.0,17358365.0,1098888,44607.0,1537922.0,116032.0,,,,,Midwest
1145,Minnesota,2014,11168633.0,11300786.0,-132153,14977.0,857235.0,69615.0,,,,,Midwest
1146,Mississippi,2014,4480105.0,4463078.0,17027,4409.0,490917.0,28980.0,,,,,South
1147,Missouri,2014,10256615.0,10324249.0,-67634,31153.0,917785.0,63388.0,,,,,Midwest
1148,Montana,2014,1729712.0,1754324.0,-24612,1229.0,144532.0,9825.0,,,,,West
1149,Nebraska,2014,4005091.0,4008633.0,-3542,15253.0,312635.0,23051.0,,,,,Midwest
1150,Nevada,2014,4203255.0,4043820.0,159435,5230.0,459189.0,31892.0,,,,,West
1151,New Hampshire,2014,3042994.0,2960615.0,82379,3639.0,184670.0,13856.0,,,,,Northeast
1152,New Jersey,2014,28454548.0,27742203.0,712345,55106.0,1400579.0,95666.0,,,,,Northeast
1153,New Mexico,2014,3601387.0,3576216.0,25171,8004.0,340365.0,21147.0,,,,,West
1154,New York,2014,61337112.0,62556193.0,-1219081,57353.0,2741185.0,190387.0,,,,,Northeast
1155,North Carolina,2014,13462754.0,13540706.0,-77952,31550.0,1548895.0,97257.0,,,,,South
1156,North Dakota,2014,1568997.0,1597210.0,-28213,2063.0,106586.0,7471.0,,,,,Midwest
1157,Ohio,2014,23297509.0,21847582.0,1449927,31135.0,1724810.0,115962.0,,,,,Midwest
1158,Oklahoma,2014,6034336.0,6026661.0,7675,42218.0,688511.0,40729.0,,,,,South
1159,Oregon,2014,6621363.0,6453635.0,167728,30461.0,601318.0,47566.0,,,,,West
1160,Pennsylvania,2014,29068069.0,28620630.0,447439,8106.0,1743160.0,131694.0,,,,,Northeast
1161,Rhode Island,2014,2313010.0,2258076.0,54934,2369.0,141959.0,10578.0,,,,,Northeast
1162,South Carolina,2014,8417698.0,8452743.0,-35045,24274.0,756523.0,45619.0,,,,,South
1163,South Dakota,2014,1345549.0,1355439.0,-9890,2787.0,133040.0,8674.0,,,,,Midwest
1164,Tennessee,2014,9237782.0,9432883.0,-195101,25912.0,995475.0,66972.0,,,,,South
1165,Texas,2014,52776853.0,53096761.0,-319908,241826.0,5233765.0,314039.0,,,,,South
1166,Utah,2014,4405929.0,4385896.0,20033,13142.0,635577.0,42163.0,,,,,West
1167,Vermont,2014,1895044.0,1876197.0,18847,5984.0,87311.0,6417.0,,,,,Northeast
1168,Virginia,2014,15347862.0,15690444.0,-342582,32839.0,1280381.0,88256.0,,,,,South
1169,Washington,2014,13040197.0,12806300.0,233897,12663.0,1073638.0,87206.0,,,,,West
1170,West Virginia,2014,3514889.0,3499873.0,15016,15253.0,280310.0,18239.0,,,,,South
1171,Wisconsin,2014,11330253.0,11255186.0,75067,55831.0,871432.0,65954.0,,,,,Midwest
1172,Wyoming,2014,1772633.0,1775999.0,-3366,564.0,94067.0,6133.0,,,,,West
1173,Alabama,2015,7360222.0,7501799.0,-141577,13230.0,743789.0,50668.0,231.0,267.0,217.0,259.0,South
1174,Alaska,2015,2920986.0,2968341.0,-47355,3369.0,132477.0,9651.0,236.0,280.0,213.0,260.0,West
1175,Arizona,2015,8230507.0,7902600.0,327907,8747.0,1109040.0,84854.0,238.0,283.0,215.0,263.0,West
1176,Arkansas,2015,5308625.0,5350543.0,-41918,16083.0,492132.0,32385.0,235.0,275.0,218.0,259.0,South
1177,California,2015,78248042.0,78365958.0,-117916,,6226737.0,492835.0,232.0,275.0,213.0,259.0,West
1178,Colorado,2015,9648297.0,9557682.0,90615,32224.0,899112.0,65317.0,242.0,286.0,224.0,268.0,West
1179,Connecticut,2015,11099837.0,10542667.0,557170,18385.0,537933.0,40321.0,240.0,284.0,229.0,273.0,Northeast
1180,Delaware,2015,2017075.0,1975093.0,41982,1553.0,134847.0,8782.0,239.0,280.0,224.0,263.0,South
1182,Florida,2015,26971491.0,27277049.0,-305558,60122.0,2792234.0,192877.0,243.0,275.0,227.0,263.0,South
1183,Georgia,2015,18584666.0,18501103.0,83563,46685.0,1757237.0,109345.0,236.0,279.0,222.0,262.0,South
1184,Hawaii,2015,2703683.0,2521004.0,182679,1586.0,181995.0,10741.0,238.0,279.0,215.0,257.0,West
1185,Idaho,2015,2167967.0,2029520.0,138447,2549.0,292277.0,20087.0,239.0,284.0,222.0,269.0,West
1186,Illinois,2015,32096832.0,32410033.0,-313201,87589.0,2041779.0,147993.0,237.0,282.0,222.0,267.0,Midwest
1187,Indiana,2015,12456571.0,11378564.0,1078007,18529.0,1046757.0,74952.0,248.0,287.0,227.0,268.0,Midwest
1188,Iowa,2015,6714410.0,6772654.0,-58244,28971.0,508014.0,36387.0,243.0,286.0,224.0,268.0,Midwest
1189,Kansas,2015,5991731.0,6175724.0,-183993,18773.0,495884.0,33667.0,241.0,284.0,221.0,267.0,Midwest
1190,Kentucky,2015,7548871.0,7554887.0,-6016,27144.0,686598.0,44659.0,242.0,278.0,228.0,268.0,South
1191,Louisiana,2015,8448743.0,8437263.0,11480,28444.0,718711.0,41790.0,234.0,268.0,216.0,255.0,South
1192,Maine,2015,2739589.0,2596180.0,143409,5396.0,181613.0,14028.0,242.0,285.0,224.0,268.0,Northeast
1193,Maryland,2015,14491642.0,13882823.0,608819,31034.0,879601.0,58493.0,239.0,283.0,223.0,268.0,South
1194,Massachusetts,2015,16985185.0,16972319.0,12866,29297.0,964026.0,70997.0,251.0,297.0,235.0,274.0,Northeast
1195,Michigan,2015,19025996.0,17742903.0,1283093,48961.0,1536231.0,114700.0,236.0,278.0,216.0,264.0,Midwest
1196,Minnesota,2015,11684249.0,11969872.0,-285623,15443.0,864384.0,69441.0,250.0,294.0,223.0,270.0,Midwest
1197,Mississippi,2015,4592343.0,4624539.0,-32196,4867.0,487200.0,29561.0,234.0,271.0,214.0,252.0,South
1198,Missouri,2015,10623391.0,10540353.0,83038,33360.0,919234.0,64475.0,239.0,281.0,223.0,267.0,Midwest
1199,Montana,2015,1804339.0,1804841.0,-502,1158.0,145319.0,9756.0,241.0,287.0,225.0,270.0,West
1200,Nebraska,2015,4248695.0,4283846.0,-35151,15665.0,316014.0,23549.0,244.0,286.0,227.0,269.0,Midwest
1201,Nevada,2015,4345419.0,4183085.0,162334,5554.0,467527.0,32122.0,234.0,275.0,214.0,259.0,West
1202,New Hampshire,2015,3093061.0,3044720.0,48341,3743.0,182425.0,13947.0,249.0,294.0,232.0,275.0,Northeast
1203,New Jersey,2015,29335237.0,28809725.0,525512,63284.0,1408845.0,97602.0,245.0,293.0,229.0,271.0,Northeast
1204,New Mexico,2015,3789651.0,3846641.0,-56990,8509.0,335694.0,21106.0,231.0,271.0,207.0,253.0,West
1205,New York,2015,63712218.0,65094591.0,-1382373,50430.0,2711626.0,189562.0,237.0,280.0,223.0,263.0,Northeast
1206,North Carolina,2015,13146934.0,14060699.0,-913765,18565.0,1544934.0,99258.0,244.0,281.0,226.0,261.0,South
1207,North Dakota,2015,1644533.0,1804762.0,-160229,2213.0,108644.0,7459.0,245.0,288.0,225.0,267.0,Midwest
1208,Ohio,2015,24378660.0,22561728.0,1816932,33118.0,1716585.0,119952.0,244.0,285.0,225.0,266.0,Midwest
1209,Oklahoma,2015,6121188.0,6184819.0,-63631,41660.0,692878.0,42088.0,240.0,275.0,222.0,263.0,South
1210,Oregon,2015,7111710.0,7011609.0,100101,,576407.0,48735.0,238.0,283.0,220.0,268.0,West
1211,Pennsylvania,2015,29967185.0,29690645.0,276540,8201.0,1717414.0,129921.0,243.0,284.0,227.0,269.0,Northeast
1212,Rhode Island,2015,2367068.0,2326473.0,40595,2450.0,142014.0,10752.0,238.0,281.0,225.0,265.0,Northeast
1213,South Carolina,2015,8759944.0,8783362.0,-23418,24654.0,763533.0,46909.0,237.0,276.0,218.0,260.0,South
1214,South Dakota,2015,1415149.0,1464781.0,-49632,3112.0,134253.0,8616.0,240.0,285.0,220.0,267.0,Midwest
1215,Tennessee,2015,9455920.0,9562527.0,-106607,30352.0,1001235.0,68585.0,241.0,278.0,219.0,265.0,South
1216,Texas,2015,55582029.0,56255791.0,-673762,243496.0,5301477.0,323708.0,244.0,284.0,218.0,261.0,South
1217,Utah,2015,4705084.0,4537962.0,167122,13838.0,647870.0,43828.0,243.0,286.0,226.0,269.0,West
1218,Vermont,2015,1996795.0,1969415.0,27380,7279.0,87866.0,6271.0,243.0,290.0,230.0,274.0,Northeast
1219,Virginia,2015,15857524.0,16113212.0,-255688,33453.0,1283590.0,90391.0,247.0,288.0,229.0,267.0,South
1220,Washington,2015,13709442.0,13630138.0,79304,13733.0,1087030.0,89258.0,245.0,287.0,226.0,267.0,West
1221,West Virginia,2015,3478401.0,3466981.0,11420,15077.0,277452.0,18432.0,235.0,271.0,216.0,260.0,South
1222,Wisconsin,2015,11637376.0,11553677.0,83699,55907.0,867800.0,66253.0,243.0,289.0,223.0,270.0,Midwest
1223,Wyoming,2015,1962874.0,1942406.0,20468,509.0,94717.0,6299.0,247.0,287.0,228.0,269.0,West
1224,Alabama,2016,7498567.0,7708845.0,-210278,14755.0,744930.0,52320.0,,,,,South
1225,Alaska,2016,2494691.0,2623014.0,-128323,3246.0,132737.0,9740.0,,,,,West
1226,Arizona,2016,8503034.0,7987011.0,516023,9704.0,1123137.0,86960.0,,,,,West
1227,Arkansas,2016,5401016.0,5434193.0,-33177,16181.0,493447.0,32881.0,,,,,South
1229,Colorado,2016,10123271.0,9878524.0,244747,32452.0,905019.0,66244.0,,,,,West
1230,Connecticut,2016,11419673.0,10826431.0,593242,18536.0,535118.0,40831.0,,,,,Northeast
1231,Delaware,2016,2043577.0,2041952.0,1625,1761.0,136264.0,9001.0,,,,,South
1233,Florida,2016,28125598.0,27945116.0,180482,60332.0,2816791.0,197881.0,,,,,South
1234,Georgia,2016,19403453.0,19158388.0,245065,47430.0,1764346.0,111538.0,,,,,South
1235,Hawaii,2016,3030519.0,2733094.0,297425,1648.0,181550.0,10574.0,,,,,West
1236,Idaho,2016,2266490.0,2100980.0,165510,2536.0,297200.0,21084.0,,,,,West
1237,Illinois,2016,32908958.0,33037244.0,-128286,85018.0,2026718.0,148457.0,,,,,Midwest
1238,Indiana,2016,12732161.0,11535287.0,1196874,18882.0,1049547.0,77503.0,,,,,Midwest
1239,Iowa,2016,6919477.0,6972412.0,-52935,29307.0,509831.0,36567.0,,,,,Midwest
1240,Kansas,2016,6069563.0,6134836.0,-65273,19302.0,494347.0,33784.0,,,,,Midwest
1241,Kentucky,2016,7745928.0,7786281.0,-40353,26902.0,684017.0,44668.0,,,,,South
1242,Louisiana,2016,8397136.0,8248660.0,148476,27974.0,716293.0,42432.0,,,,,South
1243,Maine,2016,2845391.0,2706103.0,139288,5437.0,180512.0,13868.0,,,,,Northeast
1244,Maryland,2016,14409321.0,13992191.0,417130,30945.0,886221.0,58303.0,,,,,South
1245,Massachusetts,2016,17484704.0,17037880.0,446824,29633.0,964514.0,71002.0,,,,,Northeast
1246,Michigan,2016,19416061.0,18001445.0,1414616,48416.0,1528666.0,115605.0,,,,,Midwest
1247,Minnesota,2016,12186135.0,12848946.0,-662811,18960.0,875021.0,70215.0,,,,,Midwest
1248,Mississippi,2016,4755399.0,4631356.0,124043,5361.0,483150.0,29717.0,,,,,South
1249,Missouri,2016,10893231.0,10719882.0,173349,31808.0,915040.0,63744.0,,,,,Midwest
1250,Montana,2016,1800909.0,1879789.0,-78880,1066.0,146375.0,9819.0,,,,,West
1251,Nebraska,2016,4398811.0,4640422.0,-241611,16467.0,319194.0,23597.0,,,,,Midwest
1252,Nevada,2016,4482886.0,4374249.0,108637,5426.0,473744.0,32940.0,,,,,West
1253,New Hampshire,2016,3150473.0,3124778.0,25695,3965.0,180888.0,13502.0,,,,,Northeast
1254,New Jersey,2016,30012666.0,29665476.0,347190,62149.0,1410421.0,98490.0,,,,,Northeast
1255,New Mexico,2016,3765069.0,3729397.0,35672,7430.0,336263.0,21423.0,,,,,West
1256,New York,2016,66912661.0,68282026.0,-1369365,65600.0,2729776.0,193375.0,,,,,Northeast
1257,North Carolina,2016,13448045.0,14207389.0,-759344,18782.0,1550062.0,102028.0,,,,,South
1258,North Dakota,2016,1788749.0,1963630.0,-174881,2665.0,109706.0,7376.0,,,,,Midwest
1259,Ohio,2016,23766529.0,23352516.0,414013,36148.0,1710143.0,121467.0,,,,,Midwest
1260,Oklahoma,2016,6103728.0,6184152.0,-80424,41249.0,693903.0,42672.0,,,,,South
1261,Oregon,2016,7418055.0,7501954.0,-83899,,578947.0,47459.0,,,,,West
1262,Pennsylvania,2016,31077289.0,30925177.0,152112,7859.0,1727497.0,132246.0,,,,,Northeast
1263,Rhode Island,2016,2401541.0,2358654.0,42887,2498.0,142150.0,10044.0,,,,,Northeast
1264,South Carolina,2016,9161667.0,9187299.0,-25632,25613.0,771250.0,48257.0,,,,,South
1265,South Dakota,2016,1455737.0,1475864.0,-20127,3290.0,136302.0,8708.0,,,,,Midwest
1266,Tennessee,2016,9585331.0,9680512.0,-95181,27987.0,1001562.0,68852.0,,,,,South
1267,Texas,2016,58284155.0,59314884.0,-1030729,248116.0,5360849.0,332969.0,,,,,South
1268,Utah,2016,4952923.0,4923657.0,29266,15280.0,659801.0,45277.0,,,,,West
1269,Vermont,2016,2112365.0,2082696.0,29669,8498.0,88428.0,6187.0,,,,,Northeast
1270,Virginia,2016,16259274.0,16497520.0,-238246,33281.0,1287026.0,90500.0,,,,,South
1271,Washington,2016,14964364.0,15253296.0,-288932,13933.0,1101711.0,90645.0,,,,,West
1272,West Virginia,2016,3391579.0,3366566.0,25013,14949.0,273855.0,18155.0,,,,,South
1273,Wisconsin,2016,11697466.0,11787535.0,-90069,55436.0,864432.0,66303.0,,,,,Midwest
1274,Wyoming,2016,2044669.0,2034229.0,10440,664.0,94170.0,6262.0,,,,,West
1275,Alabama,1986,,,0,,733735.0,45396.0,,,,,South
1276,Alabama,1987,,,0,,729234.0,45742.0,,,,,South
1277,Alabama,1988,,,0,,724751.0,45571.0,,,,,South
1278,Alabama,1989,,,0,,723743.0,43482.0,,,,,South
1279,Alabama,1990,,,0,,721806.0,42031.0,,253.0,,,South
1280,Alabama,1991,,,0,,722004.0,41725.0,,,,,South
1281,Alabama,2017,,,0,15520.0,742444.0,52848.0,232.0,268.0,216.0,258.0,South
1282,Alaska,1986,,,0,,107848.0,6753.0,,,,,West
1283,Alaska,1987,,,0,1191.0,106869.0,7160.0,,,,,West
1284,Alaska,1988,,,0,1747.0,106481.0,6851.0,,,,,West
1285,Alaska,1989,,,0,1782.0,109280.0,6402.0,,,,,West
1286,Alaska,1990,,,0,1713.0,113903.0,6486.0,,,,,West
1287,Alaska,1991,,,0,1914.0,118680.0,6621.0,,,,,West
1288,Alaska,2017,,,0,3586.0,132872.0,9882.0,230.0,277.0,207.0,258.0,West
1289,Arizona,1986,,,0,,534538.0,35777.0,,,,,West
1290,Arizona,1987,,,0,,572421.0,36513.0,,,,,West
1291,Arizona,1988,,,0,607.0,574890.0,36962.0,,,,,West
1292,Arizona,1989,,,0,877.0,607615.0,35618.0,,,,,West
1293,Arizona,1990,,,0,1693.0,639853.0,34645.0,,260.0,,,West
1294,Arizona,1991,,,0,2411.0,656980.0,36122.0,,,,,West
1295,Arizona,2017,,,0,14124.0,1110851.0,84330.0,234.0,282.0,215.0,263.0,West
1296,Arkansas,1986,,,0,,437438.0,28729.0,,,,,South
1297,Arkansas,1987,,,0,,437036.0,29499.0,,,,,South
1298,Arkansas,1988,,,0,,436387.0,30074.0,,,,,South
1299,Arkansas,1989,,,0,,434960.0,28505.0,,,,,South
1300,Arkansas,1990,,,0,,436286.0,27734.0,,256.0,,,South
1301,Arkansas,1991,,,0,,438518.0,27544.0,,,,,South
1302,Arkansas,2017,,,0,16827.0,496085.0,33097.0,234.0,274.0,216.0,260.0,South
1303,California,1986,,,0,,4377989.0,251281.0,,,,,West
1304,California,1987,,,0,,4488398.0,266028.0,,,,,West
1305,California,1988,,,0,,4618120.0,257450.0,,,,,West
1306,California,1989,,,0,,4771978.0,243023.0,,,,,West
1307,California,1990,,,0,,4950474.0,244142.0,,256.0,,,West
1308,California,1991,,,0,,5107145.0,260693.0,,,,,West
1309,California,2017,,,0,83853.0,6304266.0,489221.0,232.0,277.0,215.0,263.0,West
1310,Colorado,1986,,,0,2227.0,558415.0,37327.0,,,,,West
1311,Colorado,1987,,,0,2333.0,560236.0,39231.0,,,,,West
1312,Colorado,1988,,,0,2396.0,560081.0,37538.0,,,,,West
1313,Colorado,1989,,,0,3366.0,562755.0,34799.0,,,,,West
1314,Colorado,1990,,,0,4351.0,574213.0,33582.0,,267.0,,,West
1315,Colorado,1991,,,0,5358.0,593030.0,33108.0,,,,,West
1316,Colorado,2017,,,0,33048.0,910280.0,68112.0,241.0,286.0,225.0,270.0,West
1317,Connecticut,1986,,,0,3620.0,468847.0,34742.0,,,,,Northeast
1318,Connecticut,1987,,,0,3830.0,465465.0,34805.0,,,,,Northeast
1319,Connecticut,1988,,,0,3884.0,460637.0,32164.0,,,,,Northeast
1320,Connecticut,1989,,,0,4694.0,461560.0,29186.0,,,,,Northeast
1321,Connecticut,1990,,,0,5185.0,469123.0,27859.0,,270.0,,,Northeast
1322,Connecticut,1991,,,0,5486.0,481050.0,28339.0,,,,,Northeast
1323,Connecticut,2017,,,0,18579.0,531288.0,40802.0,239.0,284.0,228.0,273.0,Northeast
1324,Delaware,1986,,,0,286.0,94410.0,6621.0,,,,,South
1325,Delaware,1987,,,0,281.0,95659.0,6867.0,,,,,South
1326,Delaware,1988,,,0,293.0,96678.0,6807.0,,,,,South
1327,Delaware,1989,,,0,294.0,97808.0,6314.0,,,,,South
1328,Delaware,1990,,,0,344.0,99658.0,5897.0,,261.0,,,South
1329,Delaware,1991,,,0,435.0,102196.0,5953.0,,,,,South
1330,Delaware,2017,,,0,1802.0,136293.0,9100.0,236.0,278.0,221.0,263.0,South
1338,Florida,1986,,,0,4287.0,1607320.0,89663.0,,,,,South
1339,Florida,1987,,,0,5939.0,1664774.0,97109.0,,,,,South
1340,Florida,1988,,,0,8317.0,1720930.0,99659.0,,,,,South
1341,Florida,1989,,,0,14396.0,1789925.0,96639.0,,,,,South
1342,Florida,1990,,,0,20184.0,1861592.0,94776.0,,255.0,,,South
1343,Florida,1991,,,0,26784.0,1932131.0,100210.0,,,,,South
1344,Florida,2017,,,0,61241.0,2832424.0,202952.0,246.0,279.0,228.0,267.0,South
1345,Georgia,1986,,,0,,1096425.0,64282.0,,,,,South
1346,Georgia,1987,,,0,,1110947.0,65703.0,,,,,South
1347,Georgia,1988,,,0,,1107994.0,65902.0,,,,,South
1348,Georgia,1989,,,0,,1126535.0,59445.0,,,,,South
1349,Georgia,1990,,,0,604.0,1151687.0,62379.0,,259.0,,,South
1350,Georgia,1991,,,0,1315.0,1177569.0,62922.0,,,,,South
1351,Georgia,2017,,,0,47726.0,1768642.0,115678.0,236.0,281.0,220.0,266.0,South
1352,Hawaii,1986,,,0,304.0,164640.0,10281.0,,,,,West
1353,Hawaii,1987,,,0,250.0,166160.0,10476.0,,,,,West
1354,Hawaii,1988,,,0,261.0,167488.0,10039.0,,,,,West
