,Primary_Key,State,Year,Total_Revenue,Federal_Revenue,State_Revenue,Local_Revenue,Total_Expenditure,Instruction_Expenditure,Support_Services_Expenditure,Other_Expenditure,Capital_Outlay_Expenditure,Net,Grade_PK,Grade_K,Grade_4,Grade_8,Grade_12,Grades_All,Avg_Math_4_Score,Avg_Math_8_Score,Avg_Reading_4_Score,Avg_Reading_8_Score,us_region,,,
1356,1990_HAWAII,Hawaii,1990,,,,,,,,,,0,,13898,13124,11397,9234,171708,,251,,,West,,,
1363,1990_IDAHO,Idaho,1990,,,,,,,,,,0,919,15676,17825,17243,13095,220840,,271,,,West,,,
1370,1990_ILLINOIS,Illinois,1990,,,,,,,,,,0,34303,139976,135844,128637,105541,1821407,,261,,,Midwest,,,
1377,1990_INDIANA,Indiana,1990,,,,,,,,,,0,967,68024,74634,73258,62740,954525,,267,,,Midwest,,,
1384,1990_IOWA,Iowa,1990,,,,,,,,,,0,4747,38778,37642,34930,30928,483652,,278,,,Midwest,,,
1391,1990_KANSAS,Kansas,1990,,,,,,,,,,0,1627,36221,35429,31743,26089,437034,,,,,Midwest,,,
1398,1990_KENTUCKY,Kentucky,1990,,,,,,,,,,0,6310,46972,49832,48141,37577,636401,,257,,,South,,,
1405,1990_LOUISIANA,Louisiana,1990,,,,,,,,,,0,7324,65305,61077,53507,37983,784757,,246,,,South,,,
1412,1990_MAINE,Maine,1990,,,,,,,,,,0,1801,19107,16589,15154,13817,215149,,,,,Northeast,,,
1419,1990_MARYLAND,Maryland,1990,,,,,,,,,,0,14360,56617,57228,49864,40529,715176,,261,,,South,,,
1426,1990_MASSACHUSETTS,Massachusetts,1990,,,,,,,,,,0,7567,73481,64246,58818,53484,834314,,,,,Northeast,,,
1433,1990_MICHIGAN,Michigan,1990,,,,,,,,,,0,10785,141656,117560,109328,91769,1584431,,264,,,Midwest,,,
1440,1990_MINNESOTA,Minnesota,1990,,,,,,,,,,0,7171,64264,61026,54417,51324,756374,,275,,,Midwest,,,
1447,1990_MISSISSIPPI,Mississippi,1990,,,,,,,,,,0,997,37568,41820,38063,26411,502417,,,,,South,,,
1454,1990_MISSOURI,Missouri,1990,,,,,,,,,,0,,66154,63904,61455,49925,816558,,,,,Midwest,,,
1461,1990_MONTANA,Montana,1990,,,,,,,,,,0,533,12326,12438,11514,9609,152974,,280,,,West,,,
1468,1990_NEBRASKA,Nebraska,1990,,,,,,,,,,0,2062,22751,22507,20226,17680,274081,,276,,,Midwest,,,
1475,1990_NEVADA,Nevada,1990,,,,,,,,,,0,421,16737,16985,14623,11197,201316,,,,,West,,,
1482,1990_NEW_HAMPSHIRE,New Hampshire,1990,,,,,,,,,,0,696,7467,14594,12610,10408,172785,,273,,,Northeast,,,
1489,1990_NEW_JERSEY,New Jersey,1990,,,,,,,,,,0,6998,83551,80288,74839,67716,1089646,,270,,,Northeast,,,
1496,1990_NEW_MEXICO,New Mexico,1990,,,,,,,,,,0,1406,23280,23323,20487,15454,301881,,256,,,West,,,
1503,1990_NEW_YORK,New York,1990,,,,,,,,,,0,29187,193972,190245,178389,142514,2598337,,261,,,Northeast,,,
1510,1990_NORTH_CAROLINA,North Carolina,1990,,,,,,,,,,0,3050,88176,83652,82523,65720,1086871,,250,,,South,,,
1517,1990_NORTH_DAKOTA,North Dakota,1990,,,,,,,,,,0,691,9547,9614,8898,7960,117825,,281,,,Midwest,,,
1524,1990_OHIO,Ohio,1990,,,,,,,,,,0,,145294,141402,132213,118605,1771089,,264,,,Midwest,,,
1531,1990_OKLAHOMA,Oklahoma,1990,,,,,,,,,,0,2555,45904,46615,42319,35671,579087,,263,,,South,,,
1538,1990_OREGON,Oregon,1990,,,,,,,,,,0,1254,35715,37106,35253,30018,472394,,271,,,West,,,
1545,1990_PENNSYLVANIA,Pennsylvania,1990,,,,,,,,,,0,2846,127628,125666,119563,108592,1667834,,266,,,Northeast,,,
1552,1990_RHODE_ISLAND,Rhode Island,1990,,,,,,,,,,0,364,10559,10812,9894,8167,138813,,260,,,Northeast,,,
1559,1990_SOUTH_CAROLINA,South Carolina,1990,,,,,,,,,,0,,43087,51339,47852,35393,622112,,,,,South,,,
1566,1990_SOUTH_DAKOTA,South Dakota,1990,,,,,,,,,,0,547,10681,10707,9530,7758,129164,,,,,Midwest,,,
1573,1990_TENNESSEE,Tennessee,1990,,,,,,,,,,0,,63739,64676,61382,49050,824595,,,,,South,,,
1580,1990_TEXAS,Texas,1990,,,,,,,,,,0,92172,257586,274159,246418,178390,3382887,,258,,,South,,,
1587,1990_UTAH,Utah,1990,,,,,,,,,,0,1920,33166,36435,34551,26263,446652,,,,,West,,,
1594,1990_VERMONT,Vermont,1990,,,,,,,,,,0,681,8087,7788,6842,5424,95762,,,,,Northeast,,,
1601,1990_VIRGINIA,Virginia,1990,,,,,,,,,,0,1609,84583,77165,73403,61328,998601,,264,,,South,,,
1608,1990_WASHINGTON,Washington,1990,,,,,,,,,,0,3285,67654,69715,61623,51856,839709,,,,,West,,,
1615,1990_WEST_VIRGINIA,West Virginia,1990,,,,,,,,,,0,610,22241,24302,26175,22045,322389,,256,,,South,,,
1622,1990_WISCONSIN,Wisconsin,1990,,,,,,,,,,0,13265,63539,60794,56244,54562,797621,,274,,,Midwest,,,
1629,1990_WYOMING,Wyoming,1990,,,,,,,,,,0,,7812,7935,7376,6245,98226,,272,,,West,,,
1280,1991_ALABAMA,Alabama,1991,,,,,,,,,,0,,54125,58520,56607,41725,722004,,,,,South,,,
1287,1991_ALASKA,Alaska,1991,,,,,,,,,,0,1914,10405,9883,8430,6621,118680,,,,,West,,,
1294,1991_ARIZONA,Arizona,1991,,,,,,,,,,0,2411,54410,54684,47200,36122,656980,,,,,West,,,
1301,1991_ARKANSAS,Arkansas,1991,,,,,,,,,,0,,33799,34496,34527,27544,438518,,,,,South,,,
1308,1991_CALIFORNIA,California,1991,,,,,,,,,,0,,428392,412613,355168,260693,5107145,,,,,West,,,
1315,1991_COLORADO,Colorado,1991,,,,,,,,,,0,5358,47875,49387,42334,33108,593030,,,,,West,,,
1322,1991_CONNECTICUT,Connecticut,1991,,,,,,,,,,0,5486,40822,37381,32968,28339,481050,,,,,Northeast,,,
1329,1991_DELAWARE,Delaware,1991,,,,,,,,,,0,435,8137,8185,7503,5953,102196,,,,,South,,,
1343,1991_FLORIDA,Florida,1991,,,,,,,,,,0,26784,161688,159330,135365,100210,1932131,,,,,South,,,
1350,1991_GEORGIA,Georgia,1991,,,,,,,,,,0,1315,97590,98491,87534,62922,1177569,,,,,South,,,
1357,1991_HAWAII,Hawaii,1991,,,,,,,,,,0,498,14353,13677,11270,9290,174747,,,,,West,,,
1364,1991_IDAHO,Idaho,1991,,,,,,,,,,0,1097,15133,18437,17803,14097,225680,,,,,West,,,
1371,1991_ILLINOIS,Illinois,1991,,,,,,,,,,0,37039,139544,134185,127656,104837,1848166,,,,,Midwest,,,
1378,1991_INDIANA,Indiana,1991,,,,,,,,,,0,2431,66881,75214,73839,60657,956988,,,,,Midwest,,,
1385,1991_IOWA,Iowa,1991,,,,,,,,,,0,5128,37841,37134,35449,31648,491363,,,,,Midwest,,,
1392,1991_KANSAS,Kansas,1991,,,,,,,,,,0,2072,35866,35623,31943,25889,445390,,,,,Midwest,,,
1399,1991_KENTUCKY,Kentucky,1991,,,,,,,,,,0,11926,46695,49495,49136,36131,646024,,,,,South,,,
1406,1991_LOUISIANA,Louisiana,1991,,,,,,,,,,0,8916,64474,62152,54491,37995,794128,,,,,South,,,
1413,1991_MAINE,Maine,1991,,,,,,,,,,0,1503,18625,16860,15679,13861,216400,,,,,Northeast,,,
1420,1991_MARYLAND,Maryland,1991,,,,,,,,,,0,15567,57658,59493,50447,40512,736238,,,,,South,,,
1427,1991_MASSACHUSETTS,Massachusetts,1991,,,,,,,,,,0,9491,72974,65960,59263,53464,846155,,,,,Northeast,,,
1434,1991_MICHIGAN,Michigan,1991,,,,,,,,,,0,11157,137370,119315,111906,90311,1593561,,,,,Midwest,,,
1441,1991_MINNESOTA,Minnesota,1991,,,,,,,,,,0,5549,63500,62111,56806,52165,773571,,,,,Midwest,,,
1448,1991_MISSISSIPPI,Mississippi,1991,,,,,,,,,,0,732,36569,40953,37514,25713,504127,,,,,South,,,
1455,1991_MISSOURI,Missouri,1991,,,,,,,,,,0,15561,66072,64324,62351,49503,842965,,,,,Midwest,,,
1462,1991_MONTANA,Montana,1991,,,,,,,,,,0,437,11995,12533,11815,9597,155779,,,,,West,,,
1469,1991_NEBRASKA,Nebraska,1991,,,,,,,,,,0,2797,22218,22460,20617,18106,279552,,,,,Midwest,,,
1476,1991_NEVADA,Nevada,1991,,,,,,,,,,0,795,17479,17886,15205,11283,211810,,,,,West,,,
1483,1991_NEW_HAMPSHIRE,New Hampshire,1991,,,,,,,,,,0,850,7793,15117,12881,10483,177138,,,,,Northeast,,,
1490,1991_NEW_JERSEY,New Jersey,1991,,,,,,,,,,0,8261,85469,82100,75556,67395,1109796,,,,,Northeast,,,
1497,1991_NEW_MEXICO,New Mexico,1991,,,,,,,,,,0,1231,23276,23829,21197,15923,308667,,,,,West,,,
1504,1991_NEW_YORK,New York,1991,,,,,,,,,,0,30025,197128,194841,180718,141546,2643993,,,,,Northeast,,,
1511,1991_NORTH_CAROLINA,North Carolina,1991,,,,,,,,,,0,3925,88324,85288,81895,64061,1097598,,,,,South,,,
1518,1991_NORTH_DAKOTA,North Dakota,1991,,,,,,,,,,0,657,9273,9575,8929,7821,118376,,,,,Midwest,,,
1525,1991_OHIO,Ohio,1991,,,,,,,,,,0,12393,142085,140401,131604,113420,1783767,,,,,Midwest,,,
1532,1991_OKLAHOMA,Oklahoma,1991,,,,,,,,,,0,3403,45509,48260,43176,35684,588263,,,,,South,,,
1539,1991_OREGON,Oregon,1991,,,,,,,,,,0,1034,37547,40717,37872,30226,498614,,,,,West,,,
1546,1991_PENNSYLVANIA,Pennsylvania,1991,,,,,,,,,,0,3108,130364,128877,121836,107758,1692797,,,,,Northeast,,,
1553,1991_RHODE_ISLAND,Rhode Island,1991,,,,,,,,,,0,369,10680,11122,10053,8277,142144,,,,,Northeast,,,
1560,1991_SOUTH_CAROLINA,South Carolina,1991,,,,,,,,,,0,,43587,52206,47352,34638,627470,,,,,South,,,
1567,1991_SOUTH_DAKOTA,South Dakota,1991,,,,,,,,,,0,531,10451,10793,9762,7692,131576,,,,,Midwest,,,
1574,1991_TENNESSEE,Tennessee,1991,,,,,,,,,,0,,64183,65776,61623,49011,833651,,,,,South,,,
1581,1991_TEXAS,Texas,1991,,,,,,,,,,0,102371,258597,278636,251107,177332,3464371,,,,,South,,,
1588,1991_UTAH,Utah,1991,,,,,,,,,,0,2212,33193,37215,33114,27575,456430,,,,,West,,,
1595,1991_VERMONT,Vermont,1991,,,,,,,,,,0,1577,8033,7996,7029,5529,97137,,,,,Northeast,,,
1602,1991_VIRGINIA,Virginia,1991,,,,,,,,,,0,1825,84565,78694,74406,61566,1016204,,,,,South,,,
1609,1991_WASHINGTON,Washington,1991,,,,,,,,,,0,3674,68532,72586,63150,53038,869327,,,,,West,,,
1616,1991_WEST_VIRGINIA,West Virginia,1991,,,,,,,,,,0,1779,22192,24110,25740,21611,320249,,,,,South,,,
1623,1991_WISCONSIN,Wisconsin,1991,,,,,,,,,,0,13791,63479,61775,57757,53734,814671,,,,,Midwest,,,
1630,1991_WYOMING,Wyoming,1991,,,,,,,,,,0,1505,7606,8269,7511,6425,102074,,,,,West,,,
0,1992_ALABAMA,Alabama,1992,2678885,304177,1659028,715680,2653798,1481703,735036,,174053,25087,8224,55460,57948,58025,41167,731634,208,252,207,,South,,,
1,1992_ALASKA,Alaska,1992,1049591,106780,720711,222100,972488,498362,350902,,37451,77103,2371,10152,9748,8789,6714,122487,,,,,West,,,
2,1992_ARIZONA,Arizona,1992,3258079,297888,1369815,1590376,3401580,1435908,1007732,,609114,-143501,2544,53497,55433,49081,37410,673477,215,265,209,,West,,,
3,1992_ARKANSAS,Arkansas,1992,1711959,178571,958785,574603,1743022,964323,483488,,145212,-31063,808,33511,34632,36011,27651,441490,210,256,211,,South,,,
4,1992_CALIFORNIA,California,1992,26260025,2072470,16546514,7641041,27138832,14358922,8520926,,2044688,-878807,59067,431763,418418,363296,270675,5254844,208,261,202,,West,,,
5,1992_COLORADO,Colorado,1992,3185173,163253,1307986,1713934,3264826,1642466,1035970,,364760,-79653,7410,47588,50648,45025,34533,612635,221,272,217,,West,,,
6,1992_CONNECTICUT,Connecticut,1992,3834302,143542,1342539,2348221,3721338,2148041,1142600,,48542,112964,5731,41319,38058,33691,28366,488476,227,274,222,,Northeast,,,
7,1992_DELAWARE,Delaware,1992,645233,45945,420942,178346,638784,372722,194915,,30595,6449,463,8025,8272,8012,6129,104321,218,263,213,,South,,,
9,1992_FLORIDA,Florida,1992,11506299,788420,5683949,5033930,11305642,5166374,3410440,,1667826,200657,31464,161701,164416,142372,100835,1981407,214,260,208,,South,,,
10,1992_GEORGIA,Georgia,1992,5536901,398701,2798674,2339526,5535942,3043984,1559059,,526644,959,3303,100745,99648,92374,63646,1207186,216,259,212,,South,,,
11,1992_HAWAII,Hawaii,1992,996809,71273,903443,22093,1040121,536115,291376,,126212,-43312,525,14440,13754,11750,9051,177448,214,257,203,,West,,,
12,1992_IDAHO,Idaho,1992,859329,69138,531912,258279,886161,473505,246320,,111353,-26832,1231,16018,18607,18880,14593,231668,222,275,219,,West,,,
13,1992_ILLINOIS,Illinois,1992,9748650,597077,3073178,6078395,9850560,5010400,3148849,,727858,-101910,39682,139237,133120,134317,106475,1873567,,,,,Midwest,,,
14,1992_INDIANA,Indiana,1992,5060274,257044,2578149,2225081,5182754,2598925,1478639,,536404,-122480,3225,66065,73760,75477,62234,960630,221,270,221,,Midwest,,,
15,1992_IOWA,Iowa,1992,2663934,125665,1176205,1362064,2795774,1446478,800570,,222086,-131840,4592,36428,37692,36892,33057,494839,230,283,225,,Midwest,,,
16,1992_KANSAS,Kansas,1992,2245348,121625,903199,1220524,2234915,1165749,708572,,157705,10433,2391,34826,36013,33288,26706,451536,,,,,Midwest,,,
17,1992_KENTUCKY,Kentucky,1992,2642902,289902,1643109,709891,2518082,1343438,817871,,136694,124820,14564,46140,49666,49993,38029,655041,215,262,213,,South,,,
18,1992_LOUISIANA,Louisiana,1992,3341253,367822,1848734,1124697,3362853,1888349,986486,,135305,-21600,11439,61244,61125,55942,38368,797985,204,250,204,,South,,,
19,1992_MAINE,Maine,1992,1206819,73160,511654,622005,1228869,685350,317880,,97128,-22050,1273,17367,17154,15969,13882,216453,232,279,227,,Northeast,,,
20,1992_MARYLAND,Maryland,1992,4658498,228336,1778834,2651328,4698374,2628891,1461083,,340298,-39876,16081,59641,60287,52815,40426,751850,217,265,211,,South,,,
21,1992_MASSACHUSETTS,Massachusetts,1992,5517659,273946,1439051,3804662,5245560,2751871,1523068,,167247,272099,10722,75159,66822,60702,52425,859948,227,273,226,,Northeast,,,
22,1992_MICHIGAN,Michigan,1992,9963137,537917,2539380,6885840,10170688,4681327,3321276,,825552,-207551,10541,135457,118963,114282,90655,1603610,220,267,216,,Midwest,,,
23,1992_MINNESOTA,Minnesota,1992,4684684,194092,2380754,2109838,4981125,2534882,1343203,,463724,-296441,6394,61966,62606,59810,53813,793724,228,282,221,,Midwest,,,
24,1992_MISSISSIPPI,Mississippi,1992,1684706,277706,901199,505801,1691990,956104,445364,,131795,-7284,818,36423,39839,38132,26328,506668,202,246,199,,South,,,
25,1992_MISSOURI,Missouri,1992,4043682,255194,1903124,1885364,4197600,2168135,1221397,,474552,-153918,18948,65108,67098,64546,50534,859357,222,271,220,,Midwest,,,
26,1992_MONTANA,Montana,1992,828983,69947,337455,421581,781009,412219,241644,,64263,47974,554,11894,12839,12124,10019,160011,,,,,West,,,
27,1992_NEBRASKA,Nebraska,1992,1542413,85423,492256,964734,1534046,909159,394690,,132183,8367,3134,21873,22133,21379,18999,282414,225,278,221,,Midwest,,,
28,1992_NEVADA,Nevada,1992,1097076,45018,724032,328026,1251651,572623,334685,,249189,-154575,1038,17839,18487,16250,12242,222974,,,,,West,,,
29,1992_NEW_HAMPSHIRE,New Hampshire,1992,1063391,31020,86296,946075,1066647,581123,310285,,63554,-3256,1005,7994,15611,13537,10752,181247,230,278,228,,Northeast,,,
30,1992_NEW_JERSEY,New Jersey,1992,10814689,416063,4504718,5893908,10452340,6042936,2911782,,474259,362349,9123,87427,82909,77779,67353,1130560,227,272,223,,Northeast,,,
31,1992_NEW_MEXICO,New Mexico,1992,1330091,161520,990653,177918,1339829,683253,432392,,139206,-9738,2072,23723,24447,21690,16027,315668,213,260,211,,West,,,
32,1992_NEW_YORK,New York,1992,21630179,1172030,8697663,11760486,22815611,13288972,6132532,,1640971,-1185432,31290,201674,197698,184815,142822,2689686,218,266,215,,Northeast,,,
33,1992_NORTH_CAROLINA,North Carolina,1992,5236099,389145,3283378,1563576,5418687,2847638,1422278,,774194,-182588,6119,89809,85244,84291,63427,1114083,213,258,212,,South,,,
34,1992_NORTH_DAKOTA,North Dakota,1992,559481,51476,242693,265312,553732,315009,152340,,34904,5749,640,8847,9570,9102,8014,118734,229,283,226,,Midwest,,,
35,1992_OHIO,Ohio,1992,9285961,472604,3631703,5181654,9483822,5172782,2961942,,742377,-197861,9900,138911,137839,137075,116085,1795199,219,268,217,,Midwest,,,
36,1992_OKLAHOMA,Oklahoma,1992,2396705,211627,1470516,714562,2515272,1283577,779828,,194081,-118567,4859,45010,48793,44163,33346,597096,220,268,220,,South,,,
37,1992_OREGON,Oregon,1992,2773959,163544,788309,1822106,2898210,1556770,967075,,230464,-124251,771,37519,41443,39610,31920,510122,,,,,West,,,
38,1992_PENNSYLVANIA,Pennsylvania,1992,11257252,658139,4227323,6371790,11539253,6075381,3329224,,964457,-282001,4416,129233,131248,126293,108244,1717613,224,271,221,,Northeast,,,
39,1992_RHODE_ISLAND,Rhode Island,1992,883073,43545,329810,509718,863404,556787,265279,,14685,19669,498,10883,11129,10204,8244,143798,215,266,217,,Northeast,,,
40,1992_SOUTH_CAROLINA,South Carolina,1992,2842626,249903,1350148,1242575,2922293,1544232,768292,,261644,-79667,7045,44501,51081,49562,34615,640464,212,261,210,,South,,,
41,1992_SOUTH_DAKOTA,South Dakota,1992,551668,60671,147834,343163,593126,320561,169697,,65568,-41458,705,10266,10645,10498,8259,134573,,,,,Midwest,,,
42,1992_TENNESSEE,Tennessee,1992,3080490,308571,1305381,1466538,3132516,1830264,799825,,232437,-52026,9613,64463,65195,63358,49639,855231,211,259,212,,South,,,
43,1992_TEXAS,Texas,1992,16264180,1160185,6706959,8397036,16119084,7961379,4613884,,1833239,145096,113197,262483,282693,261053,180206,3541769,218,265,213,,South,,,
44,1992_UTAH,Utah,1992,1555799,105349,872510,577940,1547980,841552,396073,,155425,7819,2611,32652,35956,36813,28775,463870,224,274,220,,West,,,
45,1992_VERMONT,Vermont,1992,812377,31757,204163,576457,800377,386699,205777,,25781,12000,1780,7978,8329,7227,5573,98558,,,,,Northeast,,,
46,1992_VIRGINIA,Virginia,1992,5631293,313971,2180133,3137189,5744469,2982862,1758078,,523409,-113176,1976,82456,79821,76775,60854,1031925,221,268,221,,South,,,
47,1992_WASHINGTON,Washington,1992,4870832,263053,3467779,1140000,5360834,2587181,1518521,,855759,-490002,5075,68562,74098,67285,53986,896475,,,,,West,,,
48,1992_WEST_VIRGINIA,West Virginia,1992,1585099,130117,1021803,433179,1587968,835186,465429,,156015,-2869,2308,22081,23556,24791,21844,318296,215,259,216,,South,,,
49,1992_WISCONSIN,Wisconsin,1992,4993909,217723,2205439,2570747,5181471,2914442,1490415,,416449,-187562,16227,61568,63365,60783,55543,829415,229,278,224,,Midwest,,,
50,1992_WYOMING,Wyoming,1992,629748,31714,314216,283818,624941,339953,185930,,60815,4807,,7184,8049,8078,6613,100313,225,275,223,,West,,,
51,1993_ALABAMA,Alabama,1993,2827391,331409,1729295,766687,2833433,1564558,794146,237222,204207,-6042,8264,56598,57497,60004,39900,734288,,,,,South,,,
52,1993_ALASKA,Alaska,1993,1191398,176150,775829,239419,1126398,494917,433788,36291,135791,65000,2787,10329,10156,9160,6975,125948,,,,,West,,,
53,1993_ARIZONA,Arizona,1993,3427976,318465,1415407,1694104,3623946,1578889,1000914,164083,680139,-195970,3164,57656,57701,53500,37614,709453,,,,,West,,,
54,1993_ARKANSAS,Arkansas,1993,1346909,128196,771079,447634,1376067,782791,386526,68617,97824,-29158,1248,34337,34255,36471,27169,444271,,,,,South,,,
55,1993_CALIFORNIA,California,1993,28043338,2151157,17064146,8828035,28110986,15281147,8914559,1608514,1944760,-67648,59954,444104,420233,380223,277271,5327231,,,,,West,,,
56,1993_COLORADO,Colorado,1993,3058326,147793,1242337,1668196,3028305,1537714,954032,92163,318959,30021,7249,47598,50807,47665,34770,625062,,,,,West,,,
57,1993_CONNECTICUT,Connecticut,1993,4064158,149204,1433539,2481415,4079943,2302852,1190914,143312,186802,-15785,6216,42338,39093,34662,27979,496298,,,,,Northeast,,,
58,1993_DELAWARE,Delaware,1993,683954,44497,443250,196207,694534,394680,207850,26548,47372,-10580,565,8153,8285,8265,5882,105547,,,,,South,,,
60,1993_FLORIDA,Florida,1993,11370156,947326,5520893,4901937,11425183,5333136,3557043,852220,1424334,-55027,34793,167140,168509,149054,100646,2040763,,,,,South,,,
61,1993_GEORGIA,Georgia,1993,4716559,296231,2243580,2176748,4647974,2538712,1323320,260423,439808,68585,5534,103365,99802,97354,62704,1235304,,,,,South,,,
62,1993_HAWAII,Hawaii,1993,1062475,76183,962375,23917,1063090,580597,304362,95700,82431,-615,532,15199,14813,13245,10201,180410,,,,,West,,,
63,1993_IDAHO,Idaho,1993,890835,72747,547454,270634,899819,499914,260805,41238,81359,-8984,1389,17039,18665,19185,15044,236774,,,,,West,,,
64,1993_ILLINOIS,Illinois,1993,10584624,632724,3467071,6484829,10744695,5520683,3352722,426411,852085,-160071,42359,144758,138827,138518,106519,1893078,,,,,Midwest,,,
65,1993_INDIANA,Indiana,1993,5833420,278090,3005534,2549796,5668599,2862585,1619011,268924,477709,164821,3960,70226,72841,78125,60971,965633,,,,,Midwest,,,
66,1993_IOWA,Iowa,1993,2880731,131444,1299055,1450232,2889377,1522556,818922,114390,196098,-8646,5430,36348,36370,38548,32588,498519,,,,,Midwest,,,
67,1993_KANSAS,Kansas,1993,2386945,123082,1165178,1098685,2522542,1309958,802965,142268,195674,-135597,2432,34575,35975,35902,27644,457614,,,,,Midwest,,,
68,1993_KENTUCKY,Kentucky,1993,2381148,216900,1529326,634922,2283431,1247496,711873,151526,127578,97717,15732,43340,48083,51306,37629,655265,,,,,South,,,
69,1993_LOUISIANA,Louisiana,1993,3438321,397206,1876967,1164148,3427102,1898515,997974,262609,173012,11219,12857,61133,60077,56522,39826,800560,,,,,South,,,
70,1993_MAINE,Maine,1993,1368095,77440,652164,638491,1321846,809278,328664,67864,55490,46249,1036,17536,17237,15844,13446,216995,,,,,Northeast,,,
71,1993_MARYLAND,Maryland,1993,4918010,252211,1940713,2725086,4898895,2785206,1508203,224147,324925,19115,17984,60378,61199,55285,40661,772638,,,,,South,,,
72,1993_MASSACHUSETTS,Massachusetts,1993,6121612,305113,1924321,3892178,5679261,3237228,1720824,191641,59238,442351,13178,76494,69111,62412,51309,877726,,,,,Northeast,,,
73,1993_MICHIGAN,Michigan,1993,11034174,594226,3326748,7113200,11430958,5411969,3689748,715410,932700,-396784,11704,132658,120049,116702,87447,1599377,,,,,Midwest,,,
74,1993_MINNESOTA,Minnesota,1993,4862635,213724,2284106,2364805,5290504,2756415,1327959,466306,512196,-427869,6656,62345,63194,63105,54642,810233,,,,,Midwest,,,
75,1993_MISSISSIPPI,Mississippi,1993,1170109,174870,612301,382938,1167032,652571,318799,89766,87575,3077,2197,37622,39236,39815,26156,505907,,,,,South,,,
76,1993_MISSOURI,Missouri,1993,4196601,271548,1939230,1985823,4234845,2229886,1250115,227686,399553,-38244,13950,65679,66445,66371,50195,866378,,,,,Midwest,,,
77,1993_MONTANA,Montana,1993,813998,74386,445532,294080,833435,446245,261677,64200,49720,-19437,483,12021,12967,12834,10325,163009,,,,,West,,,
78,1993_NEBRASKA,Nebraska,1993,1625242,94308,509432,1021502,1642376,972575,424311,57564,141118,-17134,3577,21374,22391,22611,18578,285097,,,,,Midwest,,,
79,1993_NEVADA,Nevada,1993,1148268,52876,753277,342115,1265367,611914,360827,41799,195478,-117099,1237,19179,19305,17825,12749,235800,,,,,West,,,
80,1993_NEW_HAMPSHIRE,New Hampshire,1993,1109743,34680,84342,990721,1091814,611158,322618,34802,42172,17929,1292,8194,15630,14118,10635,185360,,,,,Northeast,,,
81,1993_NEW_JERSEY,New Jersey,1993,6747567,331924,3104597,3311046,6641624,3676378,2092298,203775,342746,105943,9225,90827,84767,79459,64402,1151307,,,,,Northeast,,,
82,1993_NEW_MEXICO,New Mexico,1993,1217194,154018,897725,165451,1223185,587753,427793,62453,128202,-5991,1933,23723,24182,24899,16767,322292,,,,,West,,,
83,1993_NEW_YORK,New York,1993,22688753,1276362,8848470,12563921,23934282,14029639,6425626,935895,1625848,-1245529,31687,205238,198259,188274,143055,2733813,,,,,Northeast,,,
84,1993_NORTH_CAROLINA,North Carolina,1993,5583166,433602,3388466,1761098,5475174,3037814,1525471,345822,480317,107992,8469,93406,85989,86093,60856,1133231,,,,,South,,,
85,1993_NORTH_DAKOTA,North Dakota,1993,580148,56254,243783,280111,588983,310940,156042,44647,41585,-8835,615,8752,9266,9329,8066,119127,,,,,Midwest,,,
86,1993_OHIO,Ohio,1993,10841606,509488,4156070,6176048,10385253,5522474,3653046,451400,588386,456353,17210,140778,136317,141534,111932,1807319,,,,,Midwest,,,
87,1993_OKLAHOMA,Oklahoma,1993,1436505,99809,802783,533913,1428916,726475,457062,113582,113949,7589,5456,44864,48242,46153,34744,604076,,,,,South,,,
88,1993_OREGON,Oregon,1993,3141217,196584,1180698,1763935,3149126,1712282,1053438,98785,209804,-7909,837,37859,41290,39500,32828,516611,,,,,West,,,
89,1993_PENNSYLVANIA,Pennsylvania,1993,12269422,695807,4781408,6792207,12809067,6856146,3622113,684867,966827,-539645,4181,131842,131575,130209,107244,1744082,,,,,Northeast,,,
90,1993_RHODE_ISLAND,Rhode Island,1993,919594,46215,351512,521867,901540,588044,268106,11541,12708,18054,465,11348,11603,10650,8094,145676,,,,,Northeast,,,
91,1993_SOUTH_CAROLINA,South Carolina,1993,3031112,277419,1419961,1333732,2994038,1592384,820795,269661,221824,37074,7244,45490,50357,50591,33949,643696,,,,,South,,,
92,1993_SOUTH_DAKOTA,South Dakota,1993,465650,52787,120851,292012,481665,265549,139963,22308,43632,-16015,612,10574,11086,11427,8936,142825,,,,,Midwest,,,
93,1993_TENNESSEE,Tennessee,1993,3268642,334410,1535027,1399205,3286481,1969619,781510,209586,248037,-17839,9542,68462,65646,64124,47668,866557,,,,,South,,,
94,1993_TEXAS,Texas,1993,20267205,1233446,9919561,9114198,18574871,8914245,5150373,971683,2989512,1692334,120446,268646,284394,274208,178889,3608262,,,,,South,,,
95,1993_UTAH,Utah,1993,1638305,116791,928596,592918,1665011,881924,410867,128758,207312,-26706,2690,33623,35467,38031,31692,471365,,,,,West,,,
96,1993_VERMONT,Vermont,1993,837540,34179,216778,586583,809853,405876,193543,22698,15655,27687,2024,7766,8457,7496,6227,102755,,,,,Northeast,,,
97,1993_VIRGINIA,Virginia,1993,5918536,365601,2358711,3194224,5955333,3121277,1837782,303062,488487,-36797,3186,81787,81615,78443,60314,1045471,,,,,South,,,
98,1993_WASHINGTON,Washington,1993,5270961,284396,3720223,1266342,5791436,2778268,1626508,235224,942214,-520475,5087,68908,73824,70666,55847,915952,,,,,West,,,
